# Time-averaged data for fix myat5
# TimeStep c_Press[3]
0 3410.12
100 3463.8
200 3447.64
300 3940.74
400 3003.12
500 3743.22
600 3962.57
700 3387.09
800 3862.78
900 3368.04
1000 3701.47
1100 3602.28
1200 3723.88
1300 3627.64
1400 3526.85
1500 3486.5
1600 3300.6
1700 3076.79
1800 3615.81
1900 3128.67
2000 3084.15
2100 3620.86
2200 3259.72
2300 3959.16
2400 3912.75
2500 3413.43
2600 3418.46
2700 3173.88
2800 2985.13
2900 3077.18
3000 3314.09
3100 3270.91
3200 3686.49
3300 3329.1
3400 3782.65
3500 3402.74
3600 2792.27
3700 3330.94
3800 3180.44
3900 3627.36
4000 3619.61
4100 3616.67
4200 3872.13
4300 3220.86
4400 3788.19
4500 3397.43
4600 3109.73
4700 3673.48
4800 3692.79
4900 3048.77
5000 3094.13
5100 3443.65
5200 3250.78
5300 3360.9
5400 3411.99
5500 3511.76
5600 3632.46
5700 3181.69
5800 3869.28
5900 3132.43
6000 3045.23
6100 4340.86
6200 3453.37
6300 3366.69
6400 3270.33
6500 3373.93
6600 3801.89
6700 3045.79
6800 3066.05
6900 3125.51
7000 4181.93
7100 4022.04
7200 3685.49
7300 3278.73
7400 3598.52
7500 3392.14
7600 3462.35
7700 3396.99
7800 3553.37
7900 3278.17
8000 3456.93
8100 3771.14
8200 3896.5
8300 3855.73
8400 3916.6
8500 3082.57
8600 3212.27
8700 3116.2
8800 3360.01
8900 3283.32
9000 4115.27
9100 3388.56
9200 3690.79
9300 3449.4
9400 3304.83
9500 3447.08
9600 3117.65
9700 3629.32
9800 3857.61
9900 2926.34
10000 3124.04
10100 3221.09
10200 3832.49
10300 3792.23
10400 3088.28
10500 3913.54
10600 3863
10700 3495.25
10800 3452.93
10900 4223.65
11000 3479.14
11100 4142.2
11200 3183.18
11300 3779.6
11400 4170.27
11500 3580.61
11600 3727.63
11700 3700.93
11800 4030.55
11900 3401.65
12000 3349.07
12100 4082.03
12200 3531.53
12300 3539.49
12400 3931.04
12500 3504.75
12600 3522.36
12700 3433.38
12800 3279.16
12900 3578.13
13000 4048.23
13100 3171.38
13200 3486.89
13300 4024.91
13400 3906.37
13500 3671.06
13600 3527.71
13700 3618.9
13800 3341.43
13900 3522.01
14000 3599.25
14100 3740.11
14200 3344.17
14300 3405.3
14400 3499.72
14500 3365.15
14600 3560.74
14700 3677.14
14800 3612.8
14900 3753.46
15000 3380.47
15100 3374.82
15200 3705.56
15300 3538.69
15400 3703.06
15500 3218.84
15600 3674.31
15700 3937.87
15800 3963.67
15900 4360.33
16000 3313.15
16100 3571.18
16200 3329.04
16300 3702.39
16400 2920.71
16500 3699.6
16600 3394.06
16700 3447.9
16800 3496.95
16900 3542.46
17000 3406.75
17100 4288.21
17200 4171.28
17300 4479.59
17400 3735.8
17500 3620.61
17600 3546.59
17700 3498.61
17800 3086.87
17900 3874.27
18000 3562.7
18100 3714
18200 3619.97
18300 3866.19
18400 3205.98
18500 3635.16
18600 3366.12
18700 3578.37
18800 3581.24
18900 3932.74
19000 4099.07
19100 4118.48
19200 3485.93
19300 3752.17
19400 3865.44
19500 3251.85
19600 3341.51
19700 3661.39
19800 3244.31
19900 3909.46
20000 3382.77
20100 3522.58
20200 3525.73
20300 4331.91
20400 3891.62
20500 4230.02
20600 3717.35
20700 3406.94
20800 3106.09
20900 3627.87
21000 2939.77
21100 3310.35
21200 3236.24
21300 3715.37
21400 4106.11
21500 3426.38
21600 3201.2
21700 3316.8
21800 4014.41
21900 3778.71
22000 4193.7
22100 3667.55
22200 3718.16
22300 3411.29
22400 4144.22
22500 3715.96
22600 3488.24
22700 3673.1
22800 3651.06
22900 3473.91
23000 3220.06
23100 3508.05
23200 3162.39
23300 3476.46
23400 4228.75
23500 4034.55
23600 3444.42
23700 4602.6
23800 3534.83
23900 3476.2
24000 3050.18
24100 3711.29
24200 3792.83
24300 3493.1
24400 3590.37
24500 3480.23
24600 3160.78
24700 3381.4
24800 3853.92
24900 3522.84
25000 3714.57
25100 3596.1
25200 3289.58
25300 3802.08
25400 3834.85
25500 3436.63
25600 3534.12
25700 3182.55
25800 3710.91
25900 3786.17
26000 3232.87
26100 3903.57
26200 3782.81
26300 3202.35
26400 3208.51
26500 3603
26600 2956.17
26700 3546.82
26800 3195.86
26900 3708.39
27000 3634.6
27100 3024.69
27200 3315.34
27300 3763.08
27400 4029.05
27500 3527.14
27600 3593.44
27700 3364.66
27800 3853.63
27900 3744.23
28000 3160.55
28100 4011.04
28200 4074.36
28300 3611.14
28400 3726.83
28500 3596.09
28600 3345
28700 2944.38
28800 3351.41
28900 3933.95
29000 3989.51
29100 3940.36
29200 3695.3
29300 3178.04
29400 3550.84
29500 3003.5
29600 3211.39
29700 3196.04
29800 3478.56
29900 3030.82
30000 4119.15
30100 3910.54
30200 4006.58
30300 3401.14
30400 3306.34
30500 3858.49
30600 3237
30700 3251.07
30800 3365.97
30900 3787.34
31000 3556.68
31100 3842.66
31200 3970.55
31300 3213.94
31400 3422.77
31500 3656.6
31600 3667.67
31700 2929.37
31800 3458.49
31900 3468.07
32000 4056.75
32100 3492.52
32200 3847.69
32300 3534.07
32400 3482.22
32500 3570.11
32600 3218.56
32700 3425.69
32800 3016.2
32900 3462.27
33000 3670.06
33100 3654.4
33200 3876.12
33300 3004.25
33400 3894.72
33500 3842.19
33600 3628.25
33700 3312.83
33800 3758.42
33900 3255.48
34000 3700.33
34100 3683.25
34200 3592.6
34300 3955.64
34400 3359.75
34500 3841.27
34600 3453.18
34700 3550.37
34800 3995.35
34900 3307.56
35000 3921.68
35100 3455.62
35200 2955.76
35300 3128.29
35400 3384.88
35500 2671.92
35600 3787.05
35700 3251.89
35800 3732.15
35900 3514.52
36000 3754.24
36100 3780.85
36200 3397.74
36300 3526.05
36400 3569.74
36500 3762.81
36600 3348.75
36700 3410.21
36800 3915.15
36900 2743.08
37000 3865.61
37100 3367.78
37200 3802.87
37300 3421.12
37400 3615.4
37500 3437.11
37600 3536.87
37700 2993.32
37800 3291.33
37900 3638.29
38000 3399.24
38100 3961.2
38200 4012.84
38300 3731.03
38400 3734.99
38500 3566.17
38600 3385.82
38700 3403.01
38800 3816.55
38900 3358.58
39000 4016.84
39100 3445.36
39200 3810.5
39300 3687.09
39400 4127.41
39500 3519.61
39600 4241.5
39700 3343.02
39800 3335.3
39900 3624.55
40000 3738.68
40100 3410.97
40200 3540.48
40300 3291.36
40400 3309.48
40500 2729.75
40600 3251.27
40700 3520.94
40800 3899.03
40900 3725.44
41000 3547.06
41100 3542.84
41200 3538.27
41300 3028.5
41400 3806.76
41500 4114.51
41600 3560.1
41700 3811.52
41800 3721.92
41900 3345.97
42000 3480.29
42100 3450.67
42200 3423.4
42300 3348.21
42400 3364.58
42500 2929.67
42600 3499.08
42700 3566.1
42800 3342.1
42900 3625.84
43000 3565.78
43100 3342.95
43200 3913.65
43300 3643.96
43400 3537.51
43500 3763.15
43600 3762.83
43700 3902.07
43800 3554.46
43900 3054.9
44000 3334.98
44100 3180.03
44200 3694.33
44300 3486.6
44400 3329.95
44500 3106.21
44600 3662.35
44700 3309.46
44800 3950.57
44900 3471.17
45000 3297.67
45100 3641.24
45200 3367.04
45300 3683.57
45400 4403.59
45500 3815.6
45600 3520.39
45700 3188.22
45800 3349.91
45900 3504.43
46000 3745.29
46100 3568.34
46200 3772.48
46300 2763.47
46400 3108.13
46500 3209.71
46600 3243.77
46700 3506.31
46800 3330.13
46900 4129.97
47000 3549.56
47100 3439.73
47200 3611
47300 3086.09
47400 3324.38
47500 3291.01
47600 3593.02
47700 3525.1
47800 4122.14
47900 3694.51
48000 3611.99
48100 3286.69
48200 3464.43
48300 3274.07
48400 3027.49
48500 3141.48
48600 3860.31
48700 3157.42
48800 3385.37
48900 4194.79
49000 3636.55
49100 4132.65
49200 3391.23
49300 3742.41
49400 3277.49
49500 3266.06
49600 3430.54
49700 3156.99
49800 2825.44
49900 3580.02
50000 3189.43
50100 3092.76
50200 4058.3
50300 3626.75
50400 3541.75
50500 3786.71
50600 3052.48
50700 3389.66
50800 3285.31
50900 3105.32
51000 2950.93
51100 3284.01
51200 3220.44
51300 4042.78
51400 4090.68
51500 3808.73
51600 4192.79
51700 3579.46
51800 3929.74
51900 3730.77
52000 3238.53
52100 3365.23
52200 3385.6
52300 3508.9
52400 3851.49
52500 3785.95
52600 3339.06
52700 3344.33
52800 3712.01
52900 3656.18
53000 3615.61
53100 3871.72
53200 2750.11
53300 3368.47
53400 3925.28
53500 3453.91
53600 3711.9
53700 3821.51
53800 4146.09
53900 3645.44
54000 3563.1
54100 3655.2
54200 3611.91
54300 4050.82
54400 4128.95
54500 3456.01
54600 3253.31
54700 3697.49
54800 3824.69
54900 3274.9
55000 3757.63
55100 3325.67
55200 3672.59
55300 3225.12
55400 4027.12
55500 3886.28
55600 3426.38
55700 3876.42
55800 3678.15
55900 3422
56000 3974.87
56100 3625.32
56200 3625.51
56300 3667.45
56400 3177.23
56500 3543.54
56600 3435.95
56700 3917.87
56800 3667.4
56900 4287.32
57000 3744.12
57100 3557.42
57200 3200.03
57300 3627.59
57400 3297.21
57500 3905.93
57600 3238.55
57700 3583.86
57800 3344.24
57900 3325.91
58000 3231.44
58100 3427.97
58200 4032.57
58300 3571.69
58400 3650.34
58500 3572.31
58600 3539.09
58700 3693.69
58800 3092.55
58900 4059.6
59000 3297.04
59100 4229.6
59200 3685.14
59300 3733.31
59400 3987.12
59500 3591.3
59600 3575.11
59700 3678.85
59800 3576.75
59900 3818.65
60000 4315.51
60100 4043.7
60200 3437.68
60300 3566.78
60400 3168.99
60500 3810.56
60600 3481.4
60700 4178.78
60800 3287.21
60900 4071.24
61000 3487.94
61100 4489.41
61200 3797.18
61300 3526.14
61400 3896.93
61500 4369.7
61600 3932.12
61700 3006.95
61800 3940.21
61900 4029.14
62000 3298.5
62100 3478.12
62200 3704.35
62300 3474.07
62400 3344.61
62500 3461.84
62600 3422.54
62700 3451.66
62800 3193.3
62900 3548.57
63000 3293.17
63100 3847.77
63200 3536.86
63300 3227.38
63400 3320.89
63500 3073.13
63600 3650.22
63700 3458.62
63800 3983.61
63900 4422.03
64000 3514.43
64100 3975.76
64200 4134.93
64300 3859.96
64400 3418.95
64500 3543.11
64600 3676.77
64700 3435.63
64800 4300.05
64900 3997.34
65000 3793.58
65100 3653.99
65200 3397.52
65300 3610.69
65400 3830.9
65500 3978.15
65600 2878.36
65700 4034.98
65800 3886
65900 3400.06
66000 3709.9
66100 3774.48
66200 3056.37
66300 4357.09
66400 3921.29
66500 3102.88
66600 3526.97
66700 4142.47
66800 4036.89
66900 3964.16
67000 3498.9
67100 3741.07
67200 3852.98
67300 4504.74
67400 3925.78
67500 4038
67600 3269.78
67700 4159.97
67800 3674.41
67900 3651.09
68000 3140.03
68100 2965.73
68200 3482.87
68300 3063.37
68400 3234.73
68500 3537.3
68600 3633.75
68700 3467.97
68800 3617.2
68900 4364.7
69000 3653.65
69100 2865.15
69200 3502.71
69300 3535.69
69400 3188.32
69500 3833.43
69600 3769.09
69700 3617.17
69800 3620.92
69900 3015.78
70000 3135.41
70100 3271.43
70200 3305.65
70300 3303.63
70400 3057.71
70500 3630.55
70600 3052.27
70700 3763.59
70800 4396.06
70900 3784.87
71000 4301.83
71100 3868.31
71200 2958.7
71300 3105.96
71400 3962.08
71500 3777.92
71600 3803.51
71700 3745.72
71800 3451.65
71900 3305.81
72000 3105.82
72100 3774.23
72200 3742.19
72300 3866.45
72400 3502.86
72500 3405.54
72600 3845.92
72700 3990.13
72800 3249.44
72900 3916.88
73000 3158.22
73100 3548.61
73200 3821.19
73300 3328.83
73400 3244.47
73500 3568.5
73600 3621.48
73700 4029.51
73800 3457.49
73900 4004.41
74000 3146.93
74100 3488.28
74200 3625.84
74300 3251.55
74400 3047
74500 3155.58
74600 3383.17
74700 3020.83
74800 3503.31
74900 3596.52
75000 3065.21
75100 3266.93
75200 3444.27
75300 3139.25
75400 3238.06
75500 3505.69
75600 3152.93
75700 3262.03
75800 3502.02
75900 3468.76
76000 4014.64
76100 2831.17
76200 3184.22
76300 3637.1
76400 3432.92
76500 3197.17
76600 3314.64
76700 3418.62
76800 2771.42
76900 3536.21
77000 3276.21
77100 3231.54
77200 3529.08
77300 3761.5
77400 3785.18
77500 3923.48
77600 3984.48
77700 4051.05
77800 3846.75
77900 3508.19
78000 3226.83
78100 2909.82
78200 3095.14
78300 3108.06
78400 3211.85
78500 3201.09
78600 3946.32
78700 3955.8
78800 4504.33
78900 4317.61
79000 3521.12
79100 3394.94
79200 3731.79
79300 3389.76
