# Time-averaged data for fix myat3
# TimeStep c_Tsurface_sup
0 282.881
100 349.233
200 374.266
300 325.953
400 446.795
500 348.801
600 346.478
700 354.438
800 382.766
900 302.994
1000 251.68
1100 320.824
1200 284.399
1300 279.923
1400 309.298
1500 479.453
1600 330.124
1700 305.267
1800 442.256
1900 265.472
2000 266.808
2100 308.431
2200 286.133
2300 262.945
2400 365.229
2500 293.347
2600 398.553
2700 299.51
2800 357.431
2900 315.339
3000 247.262
3100 297.086
3200 315.686
3300 241.547
3400 331.181
3500 433.751
3600 294.43
3700 324.633
3800 401.531
3900 292.738
4000 267.663
4100 269.288
4200 293.313
4300 285.165
4400 312.196
4500 281.607
4600 395.945
4700 316.332
4800 312.871
4900 305.771
5000 232.096
5100 192.813
5200 269.668
5300 285.232
5400 246.699
5500 214.23
5600 288.936
5700 292.715
5800 332.149
5900 228.989
6000 358.267
6100 146.882
6200 316.896
6300 242.416
6400 329.264
6500 361.747
6600 330.66
6700 300.093
6800 243.613
6900 325.181
7000 238.248
7100 371.857
7200 367.73
7300 416.175
7400 314.536
7500 269.639
7600 336.531
7700 241.774
7800 285.961
7900 325.892
8000 289.701
8100 318.901
8200 450.249
8300 209.589
8400 514.227
8500 322.232
8600 303.278
8700 375.329
8800 217.064
8900 316.403
9000 330.087
9100 197.836
9200 374.33
9300 262.522
9400 310.858
9500 418.988
9600 242.313
9700 353.952
9800 340.849
9900 213.588
10000 263.007
10100 346.486
10200 248.641
10300 299.3
10400 227.072
10500 337.292
10600 276.595
10700 252.602
10800 404.712
10900 320.156
11000 309.433
11100 346.871
11200 403.959
11300 228.092
11400 354.111
11500 295.45
11600 267.058
11700 383.497
11800 444.59
11900 316.708
12000 359.387
12100 444.324
12200 369.27
12300 363.056
12400 359.977
12500 347.802
12600 302.262
12700 290.733
12800 268.056
12900 320.544
13000 345.416
13100 370.814
13200 365.74
13300 265.934
13400 388.919
13500 288.624
13600 409.571
13700 370.958
13800 306.895
13900 357.836
14000 291.725
14100 335.21
14200 400.937
14300 408.599
14400 292.214
14500 324.008
14600 334.627
14700 309.029
14800 395.548
14900 283.241
15000 417.214
15100 256.202
15200 283.157
15300 352.718
15400 280.47
15500 304.614
15600 415.98
15700 340.254
15800 351.74
15900 388.363
16000 305.925
16100 314.983
16200 334.373
16300 361.907
16400 396.14
16500 321.924
16600 362.733
16700 355.055
16800 400.104
16900 277.215
17000 327.523
17100 278.827
17200 328.49
17300 264.316
17400 326.289
17500 406.974
17600 218.22
17700 337.397
17800 210.967
17900 235.086
18000 189.845
18100 298.612
18200 279.148
18300 259.724
18400 319.584
18500 257.808
18600 428.954
18700 322.782
18800 355.752
18900 347.647
19000 363.949
19100 250.575
19200 234.438
19300 256.777
19400 290.974
19500 279.562
19600 238.685
19700 365.784
19800 276.636
19900 358.777
20000 265.629
20100 274.325
20200 365.548
20300 236.771
20400 433.8
20500 382.46
20600 264.152
20700 332.612
20800 312.875
20900 257.185
21000 276.559
21100 352.741
21200 265.421
21300 295.716
21400 283.559
21500 289.165
21600 255.563
21700 279.849
21800 263.113
21900 344.787
22000 276.868
22100 345.517
22200 254.449
22300 313.277
22400 272.857
22500 236.788
22600 301.327
22700 307.177
22800 267.265
22900 326.933
23000 333.612
23100 370.086
23200 325.983
23300 337.886
23400 446.089
23500 330.013
23600 249.898
23700 382.694
23800 267.106
23900 221.846
24000 299.719
24100 242.948
24200 274.927
24300 300.25
