# Time-averaged data for fix myat4
# TimeStep c_Twater
0 330
100 329.814
200 338.358
300 340.531
400 303.144
500 321.553
600 295.358
700 302.5
800 331.249
900 317.668
1000 339.444
1100 332.683
1200 334.773
1300 340.652
1400 352.902
1500 334.393
1600 329.916
1700 305.282
1800 311.105
1900 305.271
2000 317.328
2100 323.877
2200 344.922
2300 348.462
2400 327.314
2500 328.839
2600 325.519
2700 309.539
2800 295.808
2900 317.338
3000 351.843
3100 356.695
3200 373.165
3300 344.592
3400 361.675
3500 331.974
3600 325.214
3700 306.548
3800 340.297
3900 352.984
4000 349.859
4100 343.198
4200 316.078
4300 296.706
4400 334.019
4500 337.472
4600 331.708
4700 341.215
4800 326.753
4900 288.055
5000 305.665
5100 339.445
5200 341.784
5300 357.231
5400 365.07
5500 364.808
5600 330.843
5700 341.055
5800 316.216
5900 289.417
6000 342.292
6100 368.546
6200 350.329
6300 348.058
6400 339.004
6500 338.837
6600 317.278
6700 312.558
6800 338.36
6900 352.981
7000 375.558
7100 359.892
7200 340.189
7300 314.45
7400 327.473
7500 301.535
7600 303.553
7700 313.511
7800 358.659
7900 329.452
8000 316.198
8100 351.342
8200 341.271
8300 333.511
8400 376.853
8500 304.441
8600 310.26
8700 301.129
8800 318.971
8900 340.004
9000 355.11
9100 351.081
9200 350.959
9300 353.413
9400 315.656
9500 312.746
9600 300.756
9700 333.041
9800 308.322
9900 310.891
10000 307.957
10100 305.28
10200 323.888
10300 319.176
10400 312.239
10500 323.897
10600 349.683
10700 351.001
10800 320.373
10900 347.113
11000 318.283
11100 323.564
11200 298.972
11300 300.51
11400 302.328
11500 347.692
11600 347.817
11700 328.479
11800 339.185
11900 348.012
12000 346.936
12100 363.03
12200 328.003
12300 335.983
12400 309.663
12500 320.36
12600 302.554
12700 302.007
12800 326.099
12900 358.617
13000 359.825
13100 323.722
13200 327.146
13300 347.505
13400 317.094
13500 296.107
13600 327.198
13700 298.784
13800 294.593
13900 309.061
14000 321.612
14100 349.937
14200 346.051
14300 346.125
14400 345.845
14500 337.41
14600 306.527
14700 314.441
14800 309.653
14900 285.269
15000 280.035
15100 307.901
15200 323.727
15300 314.363
15400 339.425
15500 304.617
15600 336.641
15700 344.1
15800 363.179
15900 318.996
16000 323.779
16100 323.311
16200 304.481
16300 312.642
16400 301.517
16500 301.244
16600 278.775
16700 300.473
16800 313.806
16900 329.949
17000 312.209
17100 330.876
17200 348.52
17300 353.784
17400 322.279
17500 317.519
17600 322.103
17700 300.866
17800 298.761
17900 322.095
18000 337.545
18100 369.911
18200 345.743
18300 335.421
18400 329.208
18500 326.072
18600 316.846
18700 296.553
18800 315.417
18900 328.342
19000 322.08
19100 336.026
19200 316.417
19300 316.14
19400 312.304
19500 278.603
19600 308.78
19700 309.076
19800 309.465
19900 329.616
20000 315.084
20100 336.118
20200 332.129
20300 337.982
20400 339.266
20500 358.78
20600 339.437
20700 295.18
20800 305.518
20900 328.302
21000 300.337
21100 323.336
21200 313.87
21300 333.458
21400 333.016
21500 340.139
21600 336.447
21700 312.227
21800 318.007
21900 323.964
22000 333.686
22100 323.677
22200 325.831
22300 319.155
22400 369.35
22500 346.698
22600 337.521
22700 335.406
22800 314.496
22900 328.353
23000 326.707
23100 303.061
23200 318.737
23300 305.704
23400 344.27
23500 310.076
23600 347.605
23700 363.635
23800 333.428
23900 321.848
24000 316.54
24100 319.964
24200 312.709
24300 331.164
24400 294.94
24500 288.085
24600 312.412
24700 315.9
24800 331.336
24900 340.747
25000 343.694
25100 356.106
25200 346.964
25300 338.849
25400 332.823
25500 330.123
25600 301.03
25700 279.767
25800 313.165
25900 304.296
26000 312.429
26100 369.736
26200 327.412
26300 349.634
26400 337.637
26500 336.498
26600 303.799
26700 305.391
26800 282.029
26900 336.159
27000 323.523
27100 295.595
27200 306.737
27300 354.997
27400 368.972
27500 343.127
27600 339.247
27700 320.619
27800 301.636
27900 326.021
28000 323.806
28100 357.713
28200 364.703
28300 344.732
28400 323.505
28500 358.524
28600 295.021
28700 310.372
28800 320.077
28900 367.319
29000 348.607
29100 312.73
29200 347.941
29300 307.146
29400 283.589
29500 317.211
29600 305.486
29700 335.625
29800 340.726
29900 329.386
30000 375.329
30100 358.11
30200 321.037
30300 304.236
30400 310.304
30500 308.666
30600 290.017
30700 275.223
30800 328.393
30900 331.17
31000 335.392
31100 346.139
31200 327.175
31300 325.107
31400 307.239
31500 308.131
31600 312.223
31700 306.293
31800 315.925
31900 312.313
32000 357.023
32100 299.011
32200 328.332
32300 350.904
32400 345.898
32500 344.249
32600 329.695
32700 334.844
32800 312.621
32900 294.396
33000 330.285
33100 339.55
33200 304.503
33300 336.393
33400 337.226
33500 338.027
33600 329.76
33700 327.093
33800 338.601
33900 332.083
34000 343.336
34100 291.339
34200 341.293
34300 305.15
34400 300.632
34500 341.412
34600 330.675
34700 327.835
34800 361.289
34900 312.899
35000 357.498
35100 348.283
35200 341.901
35300 272.806
35400 308.905
35500 287.062
35600 339.968
35700 291.488
35800 334.315
35900 333.148
36000 392.7
36100 335.431
36200 321.17
36300 346.134
36400 328.005
36500 338.113
36600 307.486
36700 305.252
36800 290.13
36900 317.033
37000 296.975
37100 292.663
37200 333.515
37300 344.344
37400 363.656
37500 338.528
37600 320.399
37700 297.094
37800 299.76
37900 319.373
38000 351.055
38100 360.071
38200 367.001
38300 364.648
38400 326.062
38500 346.856
38600 308.361
38700 294.997
38800 340.895
38900 330.406
39000 342.934
39100 354.634
39200 345.039
39300 334.671
39400 350.738
39500 357.399
39600 378.156
39700 356.588
39800 338.72
39900 347.507
40000 309.936
40100 338.272
40200 327.817
40300 310.676
40400 295.376
40500 294.532
40600 307.412
40700 312.005
40800 365.653
40900 347.201
41000 333.59
41100 340.708
41200 308.121
41300 335.65
41400 344.497
41500 354.217
41600 365.229
41700 331.313
41800 351.956
41900 282.273
42000 312.947
42100 321.453
42200 308.167
42300 337.413
42400 342.69
42500 342.556
42600 341.672
42700 337.345
42800 318.823
42900 332.961
43000 335.976
43100 341.118
43200 331.951
43300 343.562
43400 348.921
43500 357.13
43600 335.523
43700 332.456
43800 337.724
43900 291.928
44000 319.058
44100 309.532
44200 341.906
44300 345.382
44400 340.208
44500 319.226
44600 322.424
44700 312.6
44800 332.958
44900 328.804
45000 357.041
45100 341.98
45200 312.847
45300 347.173
45400 339.076
45500 360.02
45600 335.909
45700 310.937
45800 364.794
45900 352.021
46000 352.806
46100 319.607
46200 338.656
46300 275.696
46400 301.823
46500 337.667
46600 345.61
46700 345.07
46800 369.675
46900 377.292
47000 351.295
47100 318.401
47200 339.936
47300 289.966
47400 322.037
47500 322.648
47600 339.446
47700 374.8
47800 376.295
47900 327.474
48000 337.843
48100 302.634
48200 317.297
48300 299.101
48400 278.507
48500 321.597
48600 339.748
48700 340.144
48800 351.861
48900 374.408
49000 337.102
49100 328.448
49200 349.187
49300 298.777
49400 318.146
49500 323.305
49600 314.699
49700 304.934
49800 292.029
49900 348.438
50000 327.423
50100 334.631
50200 323.935
50300 343.73
50400 342.899
50500 332.86
50600 318.964
50700 329.171
50800 312.069
50900 285.224
51000 288.543
51100 301.497
51200 317.917
51300 338.328
51400 381.639
51500 335.281
51600 346.651
51700 343.331
51800 342.153
51900 332.593
52000 346.385
52100 332.385
52200 357.169
52300 362.48
52400 379.508
52500 360.612
52600 342.574
52700 312.287
52800 318.044
52900 319.659
53000 334.471
53100 334.53
53200 285.964
53300 320.781
53400 332.572
53500 344.699
53600 343.991
53700 367.63
53800 359.977
53900 351.938
54000 318.788
54100 337.001
54200 327.497
54300 320.279
54400 344.001
54500 324.544
54600 299.327
54700 327.757
54800 341.123
54900 297.957
55000 296.365
55100 302.412
55200 295.478
55300 307.784
55400 343.793
55500 327.319
55600 354.002
55700 306.106
55800 324.666
55900 314.029
56000 350.274
56100 340.643
56200 335.333
56300 362.522
56400 306.674
56500 343.723
56600 296.101
56700 316.66
56800 348.61
56900 384.388
57000 340.261
57100 375.322
57200 306.021
57300 323.873
57400 300.236
57500 328.965
57600 319.36
57700 331.94
57800 326.231
57900 313.55
58000 329.414
58100 348.691
58200 351.89
58300 372.587
58400 329.739
58500 340.052
58600 334.405
58700 341.662
58800 309.099
58900 335.283
59000 296.623
59100 330.588
59200 329.277
59300 349.374
59400 323.887
59500 319.222
59600 313.779
59700 305.159
59800 341.298
59900 362.814
60000 370.194
60100 353.694
60200 352.667
60300 328.031
60400 304.566
60500 286.66
60600 325.038
60700 351.68
60800 340.884
60900 350.416
61000 332.745
61100 387.973
61200 366.3
61300 375.996
61400 315.765
61500 328.446
61600 314.619
61700 263.526
61800 325.423
61900 344.977
62000 335.335
62100 338.492
62200 376.969
62300 309.963
62400 331.009
62500 316.65
62600 325.679
62700 326.222
62800 304.302
62900 314.451
63000 326.359
63100 312.324
63200 330.025
63300 328.681
63400 295.435
63500 344.72
63600 329.286
63700 344.692
