# Time-averaged data for fix myat2
# TimeStep c_Tsurface_inf
0 309.409
100 318.174
200 328.687
300 345.934
400 295.37
500 298.912
600 335.492
700 352.704
800 318.586
900 284.687
1000 370.393
1100 278.366
1200 433.177
1300 308.624
1400 500.598
1500 436.031
1600 376.727
1700 511.625
1800 361.634
1900 247.363
2000 356.721
2100 412.916
2200 324.095
2300 371.573
2400 342.229
2500 321.713
2600 508.489
2700 370.058
2800 507.095
2900 422.585
3000 272.665
3100 434.962
3200 393.709
3300 315.041
3400 492.219
3500 266.411
3600 428.437
3700 443.39
3800 352.93
3900 377.279
4000 291.601
4100 332.655
4200 305.098
4300 199.044
4400 290.619
4500 396.925
4600 362.361
4700 335.566
4800 524.873
4900 337.068
5000 332.853
5100 338.034
5200 439.426
5300 301.975
5400 343.279
5500 441.819
5600 319.989
5700 271.278
5800 419.188
5900 411.877
6000 250.603
6100 318.984
6200 341.946
6300 302.432
6400 236.82
6500 343.395
6600 266.641
6700 277.286
6800 312.381
6900 337.749
7000 402.993
7100 362.026
7200 368.478
7300 407.255
7400 359.454
7500 277.682
7600 223.265
7700 314.243
7800 193.798
7900 238.652
8000 296.178
8100 211.45
8200 326.08
8300 275.68
8400 245.51
8500 316.345
8600 223.825
8700 371.788
8800 242.344
8900 316.488
9000 364.951
9100 274.125
9200 360.655
9300 294.643
9400 343.848
9500 302.132
9600 360.166
9700 301.816
9800 400.125
9900 314.233
10000 345.816
10100 291.583
10200 383.274
10300 243.741
10400 406.125
10500 196.482
10600 486.258
10700 291.753
10800 402.22
10900 401.26
11000 430.786
11100 329.639
11200 386.453
11300 406.729
11400 367.518
11500 350.222
11600 299.532
11700 398.114
11800 364.489
11900 378.839
12000 460.008
12100 449.394
12200 355.242
12300 277.972
12400 365.032
12500 246.936
12600 313.086
12700 216.74
12800 329.987
12900 185.818
13000 379.449
13100 322.081
13200 342.742
13300 437.393
13400 402.345
13500 373.505
13600 265.636
13700 338.672
13800 287.061
13900 351.809
14000 298.723
14100 256.338
14200 264.19
14300 373.395
14400 242.3
14500 383.443
14600 413.771
14700 292.751
14800 360.071
14900 342.434
15000 424.301
15100 281.473
15200 405.662
15300 228.827
15400 318.509
15500 199.666
15600 425.237
15700 339.213
15800 284.79
15900 511.244
16000 375.673
16100 322.896
16200 328.908
16300 447.439
16400 298.085
16500 321.334
16600 360.526
16700 235.835
16800 343.271
16900 304.698
17000 259.388
17100 351.326
17200 295.946
17300 336.701
17400 449.551
17500 386.077
17600 307.713
17700 282.332
17800 291.194
17900 248.519
18000 258.873
18100 344.574
18200 275.335
18300 260.126
18400 324.39
18500 366.957
18600 283.067
18700 396.98
18800 383.199
18900 293.829
19000 414.304
19100 457.98
19200 302.173
19300 397.542
19400 371.058
19500 320.712
19600 336.256
19700 388.449
19800 227.706
19900 398.508
20000 302.539
20100 328.292
20200 255.036
20300 345.66
20400 333.043
20500 333.051
20600 369.824
20700 329.249
20800 286.062
20900 310.478
21000 312.978
21100 261.212
21200 355.621
21300 270.063
21400 427.996
21500 257.147
21600 388.731
21700 383.726
21800 367.645
21900 283.886
22000 371.638
22100 450.114
22200 320.303
22300 344.778
22400 433.44
22500 284.359
22600 393.775
22700 322.752
22800 472.287
22900 363.384
23000 330.134
23100 510.531
23200 318.358
23300 358.769
23400 357.354
23500 276.77
23600 282.22
23700 276.158
23800 245.624
23900 323.556
24000 272.829
24100 322.971
24200 329.739
24300 283.953
24400 322.529
24500 450.633
24600 412.459
24700 354.786
24800 313.546
24900 420.691
25000 322.284
25100 333.329
25200 269.915
25300 321.86
