# Time-averaged data for fix myat5
# TimeStep c_Press[3]
0 3410.12
100 3466.5
200 3453.71
300 3900.96
400 3071.11
500 3499.54
600 3642.37
700 3354.05
800 3393.86
900 3759.65
1000 3610.65
1100 3733.47
1200 3708.36
1300 3669.53
1400 3563.78
1500 3324.01
1600 3003.2
1700 3391.32
1800 2836.45
1900 3070.28
2000 3529.08
2100 4233.86
2200 3029.02
2300 3469.03
2400 3564.99
2500 2927.25
2600 3005.29
2700 3189.38
2800 3067.73
2900 3614.66
3000 3286.54
3100 4216.07
3200 3290.19
3300 3696.31
3400 3594.15
3500 3639.65
3600 3516.56
3700 3730.23
3800 3642.82
3900 3302.13
4000 3285.58
4100 3516.88
4200 3385.38
4300 3361.46
4400 3439.95
4500 3617.39
4600 3710.45
4700 3038.4
4800 3141.7
4900 3473.87
5000 3213.21
5100 3057.82
5200 3485.73
5300 3351.29
5400 2950.51
5500 3387.78
5600 3910.35
5700 3304.76
5800 3263.87
5900 3264.42
6000 3698.53
6100 3552.96
6200 2904.29
6300 2920.2
6400 3239.25
6500 3530.58
6600 3504.4
6700 4221.41
6800 3928.24
6900 3901.71
7000 3796.82
7100 3433.17
7200 3420.43
7300 3180.07
7400 3863.48
7500 2963.55
7600 3152.13
7700 3388.84
7800 3753.61
7900 3356.76
8000 4235.83
8100 3587.95
8200 3301.27
8300 3420.58
8400 3498.26
8500 3774.92
8600 3481.39
8700 3584.56
8800 3873.96
8900 3589.67
9000 3689.43
9100 3987.59
9200 4065.3
9300 3291.29
9400 3974.61
9500 4435.38
9600 3081.6
9700 3878.68
9800 4215.09
9900 2842.19
10000 2781.15
10100 3577.85
10200 3477.15
10300 3602.7
10400 3594.76
10500 3459.58
10600 4577.47
10700 3374.38
10800 3179.77
10900 4481.15
11000 3458.38
11100 4257.36
11200 3307.58
11300 4051.07
11400 3719.79
11500 3826.25
11600 4134.64
11700 4279.92
11800 3379.48
11900 4315.87
12000 3285.35
12100 3673.8
12200 3245.9
12300 3571.36
12400 3147.43
12500 3887.73
12600 3434.12
12700 3713.11
12800 3107.4
12900 3566.33
13000 3853.1
13100 3197.99
13200 3991.38
13300 3167.65
