# Time-averaged data for fix myat3
# TimeStep c_Tsurface_sup
0 282.881
100 349.064
200 372.772
300 327.798
400 446.569
500 344.995
600 345.669
700 352.485
800 390.811
900 299.814
1000 257.621
1100 331.231
1200 258.282
1300 311.193
1400 250.883
1500 441.896
1600 233.402
1700 357.242
1800 333.17
1900 308.332
2000 319.497
2100 340.088
2200 249.126
2300 276.664
2400 336.551
2500 271.449
2600 422.912
2700 308.193
2800 327.665
2900 236.525
3000 372.506
3100 275.168
3200 277.479
3300 309.736
3400 253.672
3500 298.033
3600 276.768
3700 306.87
3800 184.104
3900 370.133
4000 364.992
4100 245.058
4200 320.209
4300 313.037
4400 296.389
4500 277.512
4600 278.902
4700 231.944
4800 264.07
4900 214.769
5000 280.531
5100 331.698
5200 268.571
5300 303.328
5400 294.759
5500 284.561
5600 309.667
5700 281.125
5800 260.74
5900 213
6000 216.011
6100 272.66
6200 243.149
6300 289.846
6400 324.825
6500 320.03
6600 356.043
6700 308.9
6800 402.084
6900 329.57
7000 240.032
7100 249.826
7200 237.316
7300 339.859
7400 190.936
7500 309.945
7600 305.057
7700 258.175
7800 254.477
7900 316.12
8000 267.895
8100 226.997
8200 366.408
8300 206.692
8400 199.699
8500 221.17
8600 231.231
8700 216.928
8800 309.271
8900 236.713
9000 290.885
9100 345.551
9200 353.274
9300 210.206
9400 303.875
9500 319.038
9600 209.003
9700 238.494
9800 257.301
9900 272.184
10000 229.578
10100 310.51
10200 250.991
10300 342.688
10400 239.001
10500 311.605
10600 339.004
10700 211.878
10800 339.59
10900 251.78
11000 279.269
11100 341.861
11200 310.235
11300 227.799
11400 389.473
11500 268.448
11600 265.226
11700 424.149
11800 286.873
11900 401.018
12000 239.008
12100 324.438
12200 240.903
12300 289.026
12400 239.843
12500 279.269
12600 249.551
12700 308.231
12800 215.368
12900 323.77
13000 342.281
13100 328.153
13200 295.721
13300 358.273
13400 292.1
13500 348.76
13600 242.941
13700 241.152
13800 298.061
13900 304.615
14000 259.859
14100 288.995
14200 274.755
14300 294.715
14400 246.335
14500 341.312
14600 251.018
14700 299.344
14800 263.094
14900 286.528
15000 297.885
15100 313.724
15200 310.653
15300 312.317
15400 277.134
15500 260.725
15600 321.823
15700 202.876
15800 320.542
15900 326.238
16000 308.227
16100 310.575
16200 383.44
16300 323.336
16400 380.41
16500 271.222
16600 282.906
16700 225.073
16800 261.852
16900 293.285
17000 261.57
17100 303.152
17200 246.583
17300 368.044
17400 293.87
17500 428.181
17600 226.802
17700 345
17800 276.154
17900 352.271
18000 279.149
18100 284.605
18200 226.035
18300 251.846
18400 254.3
18500 260.134
18600 319.865
18700 254.047
18800 282.102
18900 230.365
19000 231.789
19100 334.545
19200 245.715
19300 242.113
19400 267.85
19500 258.981
19600 278.99
19700 317.841
19800 286.496
19900 334.146
20000 388.685
20100 249.546
20200 338.64
20300 281.989
20400 233.618
20500 225.786
20600 299.991
20700 263.5
20800 253.912
20900 257.586
21000 323.258
21100 217.001
21200 312.815
21300 264.399
21400 211.331
21500 321.25
21600 253.607
21700 201.155
21800 327.873
21900 215.132
22000 329.146
22100 207.508
22200 361.178
22300 216.088
22400 260.009
22500 300.738
22600 277.591
22700 256.644
22800 378.544
22900 244.696
23000 319.588
23100 301.826
23200 279.899
23300 321.119
23400 254.799
23500 233.243
23600 376.495
23700 309.628
23800 283.594
23900 403.493
24000 422.329
24100 312.454
24200 387.826
24300 268.544
24400 281.215
24500 270.229
24600 264.581
24700 259.191
24800 270.414
24900 275.494
25000 310.872
25100 288.164
25200 369.824
25300 435.237
25400 305.208
25500 382.369
25600 251.952
25700 340.979
25800 253.358
25900 304.215
26000 248.783
26100 371.593
26200 343.732
26300 243.213
26400 373.946
26500 280.825
26600 330.029
26700 313.53
26800 319.971
26900 237.815
27000 311.917
27100 250.978
27200 342.577
27300 361.392
27400 333.34
27500 255.614
27600 411.712
27700 264.018
27800 330.577
27900 323.933
28000 439.731
28100 265.793
28200 296.81
28300 318.321
28400 167.659
28500 326.249
28600 308.618
28700 310.747
28800 329.11
28900 327.251
29000 391.561
29100 356.609
29200 316.759
29300 443.613
29400 255.802
29500 311.581
29600 298.921
29700 372.277
29800 278.992
29900 362.192
30000 220.722
30100 307.005
30200 340.933
30300 432.745
30400 413.54
30500 369.786
30600 257.075
30700 329.426
30800 186.346
30900 344.198
31000 255.885
31100 283.544
31200 287.803
31300 267.631
31400 324.836
31500 316.619
31600 232.04
31700 371.681
31800 204.908
31900 240.813
32000 277.335
32100 308.415
32200 235.457
32300 416.657
32400 268.242
32500 341.101
32600 347.296
32700 273.033
32800 378.58
32900 284.218
33000 260.684
33100 340.84
33200 281.933
33300 288.762
33400 365.263
33500 283.311
33600 380.857
33700 219.049
33800 360.718
33900 433.649
34000 287.064
34100 376.921
34200 345.472
34300 260.327
34400 355.112
34500 198.487
34600 304.824
34700 394.085
34800 243.659
34900 426.355
35000 329.994
35100 307.783
35200 348.78
35300 228.532
35400 273.949
35500 326.105
35600 244.344
35700 323.789
35800 305.667
35900 282.857
36000 312.334
36100 324.802
36200 335.196
36300 353.286
36400 303.008
36500 347.756
36600 257.657
36700 289.095
36800 295.617
36900 307.114
37000 284.267
37100 342.45
37200 313.946
37300 253.542
37400 269.714
37500 309.781
37600 246.085
37700 337.72
37800 365.036
37900 336.265
38000 307.234
38100 251.282
38200 325.212
38300 268.148
38400 262.554
38500 287.348
38600 255.168
38700 284.117
38800 368.633
38900 239.148
39000 394.522
39100 324.489
39200 384.429
39300 321.001
39400 257.789
39500 346.028
39600 353.635
39700 231.798
39800 368.938
39900 248.37
40000 289.107
40100 260.157
40200 272.984
40300 397.722
40400 264.81
40500 274.879
40600 370.667
40700 227.973
40800 337.953
40900 240.538
41000 205.961
41100 334.626
41200 240.325
41300 290.59
41400 253.123
41500 284.498
41600 346.499
41700 308.961
41800 346.303
41900 331.541
42000 250.467
42100 365.397
42200 283.705
42300 302.486
42400 354.405
42500 258.805
42600 299.097
42700 260.958
42800 265.946
42900 254.834
43000 210.321
43100 292.167
43200 295.546
43300 244.001
43400 377.342
43500 250.574
43600 297.652
43700 273.119
43800 214.925
43900 299.574
44000 184.553
44100 362.383
44200 239.806
44300 261.538
44400 208.494
44500 280.758
44600 338.532
44700 338.004
44800 385.398
44900 279.252
45000 330.689
45100 232.685
45200 206.161
45300 323.463
45400 254.281
45500 195.731
45600 238.691
45700 309.171
45800 184.498
45900 276.037
46000 282.726
46100 237.43
46200 191.351
46300 271.181
46400 215.763
46500 294.621
46600 252.809
46700 351.847
46800 359.073
46900 362.78
47000 416.651
47100 365.98
47200 256.045
47300 319.103
47400 266.972
47500 259.849
47600 302.76
47700 273.307
47800 174.809
47900 383.576
48000 235.987
48100 280.965
48200 323.8
48300 219.648
48400 268.316
48500 316.98
48600 299.7
48700 159.22
48800 358.839
48900 335.559
49000 240.103
49100 362.505
49200 412.88
49300 227.417
49400 396.762
49500 389.914
49600 283.11
49700 251.736
49800 424.99
49900 237.576
50000 348.771
50100 328.349
50200 373.606
50300 353.391
50400 445.943
50500 330.057
50600 361.582
50700 415.947
50800 344.3
50900 266.041
51000 434.015
51100 319.982
51200 292.321
51300 366.261
51400 348.261
51500 256.774
51600 276.362
51700 268.768
51800 223.904
51900 303.647
52000 329.389
52100 297.835
52200 313.178
52300 381.238
52400 320.307
52500 354.486
52600 369.855
52700 343.501
52800 226.651
52900 275.239
53000 258.461
53100 236.896
53200 335.379
53300 242.504
53400 236.592
53500 346.854
53600 246.627
53700 282.948
53800 248.48
53900 260.843
54000 236.473
54100 322.371
54200 344.628
54300 210.507
54400 309.907
54500 235.968
54600 209.887
54700 269.776
54800 236.159
54900 223.187
55000 280.11
55100 378.55
55200 262.368
55300 305.74
55400 259.764
55500 243.449
55600 238.86
55700 215.44
55800 258.585
55900 249.983
56000 232.129
56100 315.133
56200 364.023
56300 273.544
56400 355.596
56500 353.237
56600 300.5
56700 302.272
56800 234.769
56900 347.454
57000 242.295
57100 408.109
57200 294.468
57300 291.139
57400 250.042
57500 283.882
57600 235.957
57700 379.82
57800 215.298
57900 253.134
58000 345.451
58100 282.368
58200 442.863
58300 290.687
58400 406.4
58500 374.508
58600 173.157
58700 344.083
58800 338.546
58900 298.434
59000 353.563
59100 355.324
59200 213.58
59300 356.934
59400 252.114
59500 307.608
59600 294.689
59700 219.221
59800 353.189
59900 240.494
60000 340.923
60100 383.757
60200 293.089
60300 425.841
60400 460.111
60500 285.517
60600 444.583
60700 244.737
60800 384.362
60900 253.22
61000 323.878
61100 337.597
61200 371.614
61300 287.439
61400 417.064
61500 335.016
61600 379.149
61700 274.476
61800 322.845
61900 297.039
62000 362.432
62100 299.537
62200 395.35
62300 296.468
62400 396.132
62500 270.694
62600 396.127
62700 310.495
62800 353.348
62900 277.495
63000 305.069
63100 279.242
63200 296.935
63300 276.928
63400 216.255
63500 322.888
63600 252.757
63700 284.32
63800 319.327
63900 293.044
64000 326.473
64100 270.842
64200 273.612
64300 225.763
64400 252.806
64500 223.818
64600 275.609
64700 306.222
64800 271.547
64900 264.078
65000 304.73
65100 255.252
65200 342.937
65300 283.636
65400 306.339
65500 256.646
65600 250.075
65700 257.867
65800 215.288
65900 228.421
66000 307.693
66100 242.791
66200 328.744
66300 284.369
66400 231.389
66500 268.163
66600 243.567
66700 245.245
66800 232.996
66900 139.93
67000 228.838
67100 250.231
67200 245.413
67300 272.778
67400 242.988
67500 285.093
67600 245.447
67700 272.579
67800 292.255
67900 310.987
68000 167.913
68100 347.517
68200 272.668
68300 304.399
68400 207.9
68500 253.41
68600 254.646
68700 226.826
68800 334.893
68900 280.811
69000 261.828
69100 221.638
69200 199.698
69300 272.363
69400 240.289
69500 241.136
69600 289.404
69700 348.415
69800 221.507
69900 264.366
70000 227.211
70100 244.258
70200 209.218
70300 302.565
70400 264.102
70500 299.218
70600 269.774
70700 342.861
70800 275.93
70900 257.061
71000 315.604
71100 327.023
71200 319.737
71300 292.085
71400 314.176
71500 218.596
71600 294.299
71700 218.981
71800 284.638
71900 213.53
72000 253.808
72100 237.142
72200 306.38
72300 133.924
72400 285.923
72500 269.117
72600 195.603
72700 299.133
72800 275.783
72900 278.794
73000 285.973
73100 367.18
73200 391.481
73300 277.263
73400 278.009
73500 266.906
73600 184.892
73700 260.811
73800 273.575
73900 259.607
74000 217.497
74100 314.135
74200 325.788
74300 273.884
74400 300.851
74500 259.296
74600 339.26
74700 227.742
74800 278.71
74900 335.732
75000 301.543
75100 256.427
75200 322.103
75300 300.507
75400 282.83
75500 260.622
75600 360.898
75700 240.764
75800 377.769
75900 398.275
76000 323.621
76100 265.813
76200 297.401
76300 253.503
76400 317.839
76500 265.599
76600 226.772
76700 288.132
76800 280.939
76900 221.043
77000 350.48
77100 234.868
77200 317.026
77300 278.732
77400 260.994
77500 343.381
77600 299.152
77700 303.476
77800 395.408
77900 271.783
78000 345.472
78100 350.02
78200 316.216
78300 314.883
78400 267.724
78500 411.065
78600 370.781
78700 210.086
78800 420.768
78900 241.541
79000 305.442
79100 246.515
79200 278.938
79300 324.242
79400 296.946
79500 245.207
79600 406.021
79700 253.073
79800 318.011
79900 276.664
80000 303.108
80100 197.282
80200 299.259
80300 219.182
80400 276.113
80500 291.262
80600 307.328
80700 226.707
80800 260.317
80900 257.565
81000 307.29
81100 257.023
81200 403.055
81300 265.413
