# Time-averaged data for fix myat2
# TimeStep c_Tsurface_inf
0 309.409
100 317.472
200 331.055
300 343.875
400 295.756
500 299.833
600 337.315
700 354.261
800 320.4
900 291.31
1000 324.66
1100 282.419
1200 376.402
1300 305.854
1400 451.967
1500 396.485
1600 300.015
1700 455.324
1800 313.246
1900 246.514
2000 369.075
2100 367.098
2200 300.903
2300 393.007
2400 375.134
2500 400.323
2600 454.044
2700 358.552
2800 418.277
2900 384.292
3000 303.132
3100 397.716
3200 328.291
3300 370.734
3400 410.521
3500 443.525
3600 380.345
3700 457.907
3800 392.77
3900 297.075
4000 323.085
4100 311.432
4200 416.404
4300 260.077
4400 380.545
4500 401.423
4600 333.32
4700 325.7
4800 379.792
4900 418.661
5000 354.118
5100 450.779
5200 421.763
5300 361.66
5400 268.017
5500 418.032
5600 471.514
5700 339.563
5800 434.481
5900 337.02
6000 352.119
6100 344.481
6200 254.782
6300 332.053
6400 274.32
6500 275.422
6600 310.009
6700 481.721
6800 346.144
6900 388.785
7000 371.226
7100 419.28
7200 335.966
7300 286.901
7400 464.006
7500 409.552
7600 406.635
7700 421.112
7800 288.113
7900 413.208
8000 336.192
8100 418.087
8200 360.887
8300 278.489
8400 307.807
8500 339.728
8600 321.423
8700 441.624
8800 297.385
8900 421.28
9000 399.69
9100 574.369
9200 390.213
9300 462.289
9400 334.92
9500 425.962
9600 353.936
9700 280.616
9800 445.587
9900 159.763
10000 384.669
10100 332.032
10200 359.901
10300 290.097
10400 444.029
10500 293.501
10600 585.254
10700 381.84
10800 320.959
10900 461.627
11000 227.87
11100 414.214
11200 382.828
11300 435.346
11400 455.583
11500 285.924
11600 308.242
11700 444.36
11800 218.482
11900 435.807
12000 286.126
12100 278.173
12200 364.072
12300 352.947
12400 328.013
12500 284.56
12600 353.439
12700 252.751
12800 372.532
12900 373.337
13000 373.721
13100 448.38
13200 368.855
13300 379.642
13400 401.452
13500 425.006
13600 340.647
13700 395.673
13800 334.536
13900 261.908
14000 310.78
14100 318.254
14200 325.972
14300 290.205
14400 323.611
14500 363.564
14600 248.2
14700 400.242
14800 366.696
14900 369.756
15000 285.695
15100 346.031
15200 308.602
15300 350.276
15400 272.376
15500 252.869
15600 369.794
15700 271.898
15800 450.995
15900 339.53
16000 291.757
16100 453.905
16200 284.064
16300 473.808
16400 364.563
16500 274.126
16600 323.756
16700 289.342
16800 191.233
16900 276.154
17000 223.329
17100 297.139
17200 311.731
17300 428.579
17400 505.36
17500 337.364
17600 477.104
17700 304.995
17800 329.503
17900 356.676
18000 279.227
18100 294.177
18200 331.489
18300 330.374
18400 367.148
18500 430.582
18600 302.59
18700 405.544
18800 341.537
18900 287.951
19000 299.417
19100 360.302
19200 352.276
19300 391.012
19400 387.928
19500 316.905
19600 338.452
19700 247.882
19800 322.162
19900 262.293
20000 289.25
20100 320.167
20200 322.734
20300 356.195
20400 387.099
20500 365.054
20600 391.766
20700 250.441
20800 281.059
20900 377.123
21000 263.636
21100 458.317
21200 392.433
21300 407.588
21400 351.742
21500 400.431
21600 416.007
21700 414.907
21800 231.213
21900 463.883
22000 316.673
22100 321.203
22200 431.474
22300 314.688
22400 363.455
22500 404.767
22600 361.986
22700 330.259
22800 535.997
22900 266.735
23000 533.491
23100 299.46
23200 364.533
23300 402.911
23400 264.502
23500 364.293
23600 280.55
23700 264.383
23800 454.034
23900 407.364
24000 461.04
24100 484.754
24200 351.112
24300 345.578
24400 372.096
24500 262.855
24600 371.358
24700 336.904
24800 272.543
24900 381.615
25000 304.133
25100 357.634
25200 283.568
25300 497.176
25400 417.542
25500 401.878
25600 500.371
25700 324.005
25800 402.124
25900 304.28
26000 437.661
26100 373.324
26200 322.236
26300 366.82
26400 270.925
26500 386.565
26600 429.698
26700 314.684
26800 508.543
26900 359.452
27000 306.563
27100 348.757
27200 376.523
27300 315.557
27400 484.038
27500 386.28
27600 456.088
27700 442.319
27800 452.522
27900 324.708
28000 354.92
28100 330.609
28200 275.248
28300 210.7
28400 422.252
28500 317.1
28600 355.82
28700 551.982
28800 332.922
28900 430.44
29000 430.791
29100 402.836
29200 406.86
29300 341.134
29400 353.983
29500 433.982
29600 275.208
29700 357.439
29800 334.712
29900 300.168
30000 384.651
30100 273.759
30200 460.96
30300 385.412
30400 460.208
30500 353.648
30600 506.327
30700 303.435
30800 318.341
30900 402.031
31000 288.081
31100 365.924
31200 390.159
31300 429.386
31400 255.386
31500 331.783
31600 358.949
31700 339.445
31800 408.867
31900 517.548
32000 362.985
32100 336.276
32200 363.946
32300 346.355
32400 277.272
32500 377.883
32600 405.69
32700 264.988
32800 505.997
32900 340.212
33000 368.276
33100 344.91
33200 432.629
33300 341.236
33400 318.863
33500 363.788
33600 388.847
33700 449.807
33800 464.272
33900 463.43
34000 504.81
34100 362.933
34200 388.483
34300 352.078
34400 319.83
34500 371.467
34600 341.942
34700 405.853
34800 371.177
34900 451.866
35000 457.093
35100 343.505
35200 377.551
35300 408.905
35400 307.506
35500 411.991
35600 401.413
35700 361.299
35800 400.057
35900 400.438
36000 343.569
36100 406.71
36200 465.311
36300 489.66
36400 331.502
36500 474.589
36600 458.419
36700 324.501
36800 505.668
36900 344.456
37000 302.441
37100 324.877
37200 417.033
37300 399.531
37400 414.33
37500 354.941
37600 306.989
37700 337.406
37800 422.493
37900 303.244
38000 369.431
38100 359.39
38200 290.002
38300 358.955
38400 305.054
38500 324.965
38600 265.373
38700 283.689
38800 363.364
38900 325.575
39000 352.715
39100 430.925
39200 426.654
39300 442.292
39400 396.763
39500 322.76
39600 345.819
39700 455.078
39800 330.065
39900 395.958
40000 407.358
40100 371.126
40200 386.239
40300 407.841
40400 303.498
40500 407.499
40600 383.101
40700 327.513
40800 392.434
40900 343.741
41000 340.676
41100 258.392
41200 402.451
41300 269.054
41400 348.214
41500 282.058
41600 314.956
41700 300.597
41800 370.04
41900 401.469
42000 470.93
42100 243.357
42200 451.236
42300 312.414
42400 251.417
42500 522.744
42600 252.311
42700 337.622
42800 256.378
42900 373.073
43000 227.103
43100 356.218
43200 300.284
43300 379.084
43400 392.54
43500 439.692
43600 319.335
43700 256.762
43800 236.29
43900 251.461
44000 284.257
44100 262.596
44200 271.806
44300 280.45
44400 188.064
44500 280.936
44600 298.133
44700 326.638
44800 500.909
44900 380.736
45000 357.251
45100 323.955
45200 354.67
45300 309.697
45400 409.901
45500 362.82
45600 384.196
45700 428.06
45800 351.175
45900 329.602
46000 370.718
46100 341.66
46200 377.64
46300 247.177
46400 379.321
46500 259.163
46600 254.871
46700 281.495
46800 252.78
46900 330.462
47000 339.967
47100 336.399
47200 443.745
47300 342.123
47400 349.102
47500 289.74
47600 325.994
47700 267.377
47800 275.102
47900 285.42
48000 344.059
48100 262.864
48200 314.836
48300 377.155
48400 272.288
48500 379.305
48600 291.574
48700 282.519
48800 282.388
48900 283.521
49000 282.698
49100 251.815
49200 317.227
49300 337.347
49400 327.62
49500 298.403
49600 228.623
49700 280.363
49800 314.853
49900 267.939
50000 380.658
50100 297.824
50200 362.681
50300 399.454
50400 369.143
50500 392.588
50600 300.054
50700 341.522
50800 248.149
50900 375.218
51000 221.835
51100 309.095
51200 225.068
51300 271.031
51400 220.654
51500 293.806
51600 327.283
51700 196.681
51800 330.799
51900 209.067
52000 405.301
52100 300.921
52200 414.724
52300 321.841
52400 424.782
52500 271.361
52600 411.447
52700 287.435
52800 290.35
52900 352.639
53000 211.203
53100 247.341
53200 295.973
53300 274.238
53400 233.278
53500 426.502
53600 266.467
53700 408.178
53800 349.348
53900 409.823
54000 393.232
54100 319.383
54200 364.044
54300 238.678
54400 259.443
54500 288.962
54600 223.212
54700 255.884
54800 314.218
54900 278.639
55000 285.918
55100 235.451
55200 296.477
55300 276.413
55400 293.298
55500 301.156
55600 261.986
55700 323.61
55800 191.019
55900 330.543
56000 308.68
56100 303.616
56200 285.68
56300 365.214
56400 291.564
56500 375.816
56600 276.396
56700 394.551
56800 256.927
56900 346.721
57000 298.312
57100 285.347
57200 346.478
57300 296.956
57400 401.72
57500 370.172
57600 480.998
57700 362.389
57800 342.382
57900 230.776
58000 320.117
58100 275.395
58200 406.743
58300 302.453
58400 274.801
58500 376.712
58600 283.56
58700 292.841
58800 392.1
58900 342.03
59000 287.39
59100 312.212
59200 335.557
59300 373.16
59400 229.86
59500 354.711
59600 319.724
59700 259.808
59800 358.565
59900 398.315
60000 317.301
60100 285.113
60200 359.893
60300 408.902
60400 340.468
60500 510.653
60600 362.362
60700 409.762
60800 317.526
60900 385.338
61000 285.974
61100 296.381
61200 370.535
61300 308.651
61400 383.913
61500 345.22
61600 347.476
61700 358.199
61800 394.821
61900 218.87
62000 327.86
62100 312.105
62200 333.06
62300 265.105
62400 482.692
62500 404.331
62600 371.013
62700 316.904
62800 394.349
62900 322.708
63000 185.571
63100 402.634
63200 253.173
63300 246.916
63400 372.678
63500 386.08
63600 357.739
63700 319.387
63800 411.156
63900 344.621
64000 395.589
64100 402.242
64200 299.282
64300 342.265
64400 313.343
64500 303.889
64600 392.745
64700 312.263
64800 374.556
64900 357.381
65000 359.255
65100 411.202
65200 333.539
65300 382.002
65400 261.903
65500 397.035
65600 352.716
65700 207.873
65800 404.579
65900 422.943
66000 271.774
66100 399.437
66200 326.146
66300 396.611
66400 282.708
66500 424.713
66600 340.69
66700 350.875
66800 301.708
66900 312.278
67000 245.689
67100 325.576
67200 262.984
67300 404.15
67400 291.145
67500 348.358
67600 371.523
67700 338.393
67800 456.437
67900 362.863
68000 370.471
68100 311.561
68200 320.229
68300 271.303
68400 324.532
68500 260.046
68600 293.839
68700 392.832
68800 299.093
68900 324.666
69000 402.522
69100 317.847
69200 450.151
69300 315.772
69400 456.5
69500 410.888
69600 350.593
69700 427.956
69800 240.196
69900 279.078
70000 249.869
70100 264.539
70200 359.915
70300 372.04
70400 413.901
70500 369.561
70600 395.983
70700 408.604
70800 311.365
70900 349.68
71000 416.037
71100 241.201
71200 278.824
71300 410.306
71400 384.606
71500 337.535
71600 382.672
71700 320.105
71800 253.284
71900 439.923
72000 287.079
72100 300.209
72200 360.15
72300 440.431
72400 371.597
72500 415.501
72600 352.247
72700 211.416
72800 451.026
72900 284.711
73000 320.998
73100 316.452
73200 442.447
73300 401.312
73400 395.558
73500 419.697
73600 408.636
73700 326.075
73800 329.712
73900 405.333
74000 255.363
74100 294.717
74200 355.633
74300 277.571
74400 361.519
74500 459.498
74600 284.664
74700 324.234
74800 366.967
74900 285.195
75000 329.828
75100 219.845
75200 285.252
75300 241.488
75400 297.945
75500 276.438
75600 389.353
75700 302.799
75800 367.657
75900 374.342
76000 359.584
76100 348.93
76200 349.654
76300 328.709
76400 321.563
76500 242.299
76600 284.388
76700 342.975
76800 373.923
76900 306.387
77000 348.322
77100 346.934
77200 295.763
77300 243.808
77400 363.522
77500 341.187
77600 422.528
77700 398.974
77800 397.094
77900 338.206
78000 314.094
78100 351.352
78200 330.276
78300 334.337
78400 362.876
78500 372.664
78600 305.648
78700 402.935
78800 404.281
78900 297.691
79000 308.797
79100 228.353
79200 304.707
79300 396.449
79400 304.834
79500 382.027
79600 373.433
79700 349.296
79800 328.272
79900 385.466
80000 386.415
80100 317.094
80200 394.319
80300 425.678
80400 268.072
80500 292.11
80600 387.485
80700 302.209
80800 297.667
80900 355.129
81000 296.495
81100 444.984
81200 465.785
81300 368.591
81400 352.3
81500 414.67
81600 261.491
81700 288.678
81800 351.982
81900 315.806
82000 256.811
82100 436.351
82200 400.604
82300 412.426
82400 339.363
82500 371.148
82600 374.193
82700 241.437
82800 387.873
82900 310.893
83000 292.161
83100 322.063
83200 248.238
83300 329.985
83400 252.36
83500 411.013
83600 349.182
83700 478.338
83800 391.801
83900 454.285
84000 422.877
84100 386.157
84200 363.105
84300 299.852
84400 255.712
84500 336.342
84600 342.414
84700 379.522
84800 328.292
84900 353.92
85000 373.513
85100 296.531
85200 442.774
85300 297.563
85400 333.617
85500 266.576
85600 302.659
85700 448.364
85800 333.439
85900 492.687
86000 476.59
86100 287.527
86200 437.036
86300 358.24
86400 369.123
86500 294.712
86600 406.349
86700 321.24
86800 379.573
86900 260.397
87000 510.89
87100 261.847
87200 336.002
87300 472.543
87400 334.849
87500 415.419
87600 321.168
87700 346.537
87800 262.062
87900 306.365
88000 325.871
88100 374.911
88200 263.835
88300 438.59
88400 415.894
88500 403.521
88600 482.531
88700 353.256
88800 285.354
88900 350.004
89000 282.359
89100 290.405
89200 382.012
89300 286.114
89400 291.387
89500 431.085
89600 345.772
89700 405.739
89800 362.756
89900 413.731
90000 360.281
90100 300.669
90200 411.542
90300 334.15
90400 306.95
90500 334.255
90600 354.142
90700 211.626
90800 203.499
90900 267.273
91000 331.868
91100 318.994
91200 369.017
91300 413.162
91400 310.722
91500 341.648
91600 375.268
91700 347.737
91800 296.73
91900 384.478
92000 272.793
92100 354.925
92200 320.798
92300 247.074
92400 330.394
92500 400.631
92600 292.015
92700 253.319
92800 395.496
92900 265.379
93000 290.814
93100 350.97
93200 291.385
93300 219.134
93400 329.402
93500 211.277
93600 291.254
93700 305.279
93800 312.411
93900 304.022
94000 331.449
94100 349.218
94200 390.33
94300 343.594
94400 372.262
94500 261.151
94600 284.355
94700 307.213
94800 171.322
94900 331.607
95000 326.6
