# Time-averaged data for fix myat4
# TimeStep c_Twater
0 330
100 330.431
200 344.535
300 341.081
400 308.679
500 313.895
600 294.037
700 294.289
800 325.84
900 347.533
1000 337.821
1100 328.274
1200 337.017
1300 366.904
1400 335.228
1500 339.502
1600 285.592
1700 316.218
1800 308.317
1900 327.526
2000 335.843
2100 350.916
2200 323.442
2300 316.834
2400 326.282
2500 328.65
2600 343.251
2700 299.748
2800 329.163
2900 337.493
3000 357.23
3100 379.577
3200 362.462
3300 337.731
3400 308.914
3500 325.082
3600 341.897
3700 306.313
3800 312.322
3900 326.724
4000 333.241
4100 318.17
4200 289.625
4300 303.565
4400 326.735
4500 347.25
4600 377.965
4700 319.633
4800 336.507
4900 326.655
5000 324.889
5100 314.535
5200 339.339
5300 328.498
5400 333.821
5500 355.271
5600 355.637
5700 334.236
5800 303.512
5900 293.714
6000 366.386
6100 340.483
6200 333.447
6300 319.445
6400 307.804
6500 354.722
6600 336.421
6700 351.617
6800 354.953
6900 358.899
7000 379.989
7100 334.902
7200 335.065
7300 328.26
7400 317.523
7500 327.817
7600 331.537
7700 355.528
7800 351.597
7900 323.655
8000 311.16
8100 300.886
8200 302.868
8300 289.442
8400 343.411
8500 333.97
8600 334.845
8700 302.453
8800 350.651
8900 303.229
9000 307.389
9100 355.862
9200 338.824
9300 323.216
9400 362.554
9500 353.508
9600 317.3
9700 346.075
9800 334.332
9900 291.102
10000 309.211
10100 325.785
10200 317.195
10300 346.147
10400 322.611
10500 313.176
10600 359.788
10700 343.53
10800 308.934
10900 360.386
11000 339.067
11100 347.795
11200 330.186
11300 337.57
11400 325.007
11500 323.702
11600 359.442
11700 329.355
11800 308.229
11900 338.87
12000 266.593
12100 322.774
12200 292.569
12300 311.357
12400 325.922
12500 360.924
12600 350.984
12700 348.417
12800 335.816
12900 323.875
13000 341.191
13100 304.639
13200 304.314
13300 323.038
13400 344.504
13500 324.804
13600 356.661
13700 364.213
13800 344.367
13900 315.554
14000 298.645
14100 295.494
14200 323.686
