# Time-averaged data for fix myat5
# TimeStep c_Press[3]
0 3410.12
100 3487.49
200 3389.06
300 3814.75
400 3320.48
500 3330.73
600 3240.27
700 3401.67
800 4086.69
900 2933.46
1000 3416.52
1100 3572.2
1200 3232.25
1300 3559.23
1400 3495.55
1500 3579.37
1600 3324.63
1700 3889.51
1800 3982.41
1900 3343.13
2000 3210.93
2100 3354.38
2200 2894.82
2300 2986.87
2400 3303.63
2500 3567.7
2600 3601.98
2700 3136.42
2800 2768.86
2900 3455.87
3000 3697.18
3100 3205.05
3200 3384.94
3300 3488.21
3400 3491.27
3500 3610.94
3600 3042.34
3700 3420.27
3800 3424.57
3900 4288.55
4000 3594.49
4100 3185.87
4200 3542.35
4300 3706.69
4400 3201.6
4500 3422.01
4600 3575.82
4700 3210.26
4800 3357.98
4900 3261.84
5000 3563.24
5100 3123.46
5200 3688.5
5300 3578.73
5400 3796.27
5500 3239.2
5600 4328.72
5700 3434.58
5800 3427.96
5900 4538.85
6000 3263.03
6100 3644.77
6200 2942.09
6300 3403.36
6400 3308.54
6500 3765.22
6600 4030.36
6700 3051.38
6800 3356.07
6900 3626.34
7000 3470.37
7100 3544.29
7200 3478.05
7300 3975.15
7400 3370.11
7500 3711.96
7600 3521.66
7700 3893.72
7800 3562.87
7900 3362.17
8000 3768.75
8100 3707.17
8200 3820.33
8300 3727.34
8400 3352.16
8500 3297.71
8600 2660.7
8700 2828.79
8800 3450.18
8900 2958.16
9000 2955.08
9100 3613.53
9200 3426.18
9300 3402.6
9400 3993.86
9500 3349.55
9600 4093.92
9700 3408.92
9800 3902.12
9900 3251.39
10000 3612.15
10100 3572.46
10200 3549.76
10300 3043.29
10400 3901.31
10500 4018.16
10600 4013.8
10700 3802.98
10800 4129.21
10900 3175.94
11000 3565.91
11100 3259.16
11200 3287.28
11300 3611.6
11400 3719.29
11500 3355.56
11600 4173.22
11700 3574.16
11800 3650.86
11900 3352.74
12000 3151.91
12100 3157.63
12200 2972.2
12300 4269.08
12400 3320.94
12500 4096.47
12600 3789.86
12700 3823.33
12800 3555.29
12900 3678.88
13000 3433.27
13100 3436.22
13200 3429.34
13300 3387.61
13400 3254.73
13500 3256.93
13600 3781.6
13700 3332.23
13800 3805.9
13900 3318.68
14000 3583.38
14100 3963.48
14200 3229.24
14300 3429.56
14400 3648.26
14500 2964.51
14600 3776.47
14700 3238.66
14800 3336.77
14900 3548.94
15000 3606.95
15100 3989.31
15200 3750.21
15300 3880.09
15400 3384.77
15500 3482.76
15600 3740.23
15700 3537.55
15800 3284.96
15900 3648.94
16000 3489.39
16100 3163.58
16200 3501.7
16300 3114.17
16400 2816.55
16500 3724.26
16600 3205.05
16700 4002.16
16800 3616.13
16900 3395.26
17000 3653.45
17100 3897.82
17200 3727.04
17300 3804.41
17400 3650.2
17500 3596.38
17600 3561.93
17700 3594.27
17800 3377.12
17900 3754.76
18000 3245.74
18100 3908.5
18200 3421.96
18300 3637.54
18400 3716.28
18500 3465.14
18600 3449.49
18700 3520.01
18800 3129.08
18900 3108.16
19000 3230.89
19100 3270.01
19200 3438.22
19300 2787.21
19400 3620.04
19500 3276.51
19600 3356.61
19700 3532.5
19800 3371.16
19900 3278.05
20000 3475.86
20100 3561.63
20200 3696.34
20300 3764.85
20400 3503.25
20500 3985.35
20600 3748.74
20700 3515.77
20800 2753.06
20900 3493.21
21000 3204.33
21100 3156.66
21200 3629.17
21300 3892.73
21400 3905.28
21500 3508.69
21600 4050.51
21700 3824.23
21800 3311.47
21900 3500.69
22000 3853.29
22100 3081.78
22200 3820.5
22300 3268.04
22400 3614.84
22500 3387.76
22600 3437.13
22700 3767.38
22800 3922.09
22900 3715.4
23000 3818.2
23100 3759.22
23200 3090.52
23300 4171.62
23400 3489.06
23500 2975.5
23600 3700.65
23700 3815.7
23800 3588.3
23900 3723.69
24000 3716.54
24100 3962.62
24200 3358.68
24300 3996.38
24400 3701.93
24500 3255.94
24600 3175.26
24700 2897.06
24800 3624.68
24900 2925.2
25000 3382.09
25100 2793.8
25200 3061.97
