# Time-averaged data for fix myat4
# TimeStep c_Twater
191200 351.204
191300 350.034
191400 345.466
191500 346.162
191600 311.692
191700 313.509
191800 323.305
191900 306.669
192000 316.312
192100 317.243
192200 360.705
192300 341.377
192400 352.892
192500 365.082
192600 344.461
192700 338.177
192800 325.275
192900 309.623
193000 332.042
193100 323.614
193200 318.06
193300 309.762
193400 335.923
193500 300.071
193600 325.854
193700 298.07
193800 311.871
193900 332.572
194000 339.725
194100 331.092
194200 340.784
194300 359.683
194400 305.365
194500 347.336
194600 352.306
194700 335.231
194800 303.657
194900 313.242
195000 305.858
195100 306.547
195200 305.769
195300 354.229
195400 360.931
195500 338.172
195600 337.178
195700 348.12
195800 300.826
195900 315.327
196000 305.794
196100 323.651
196200 365.673
196300 339.345
196400 344.694
196500 343.7
196600 346.777
196700 322.334
196800 346.046
196900 341.07
197000 342.476
197100 296.109
197200 275.502
197300 345.426
197400 328.963
197500 325.766
197600 343.692
197700 345.032
197800 381.749
