# Time-averaged data for fix myat2
# TimeStep c_Tsurface_inf
50600 259.954
50700 431.619
50800 286.163
50900 209.165
51000 362.387
51100 182.665
51200 316.908
51300 258.037
51400 265.346
51500 354.155
51600 238.066
51700 417.015
51800 327.926
51900 349.085
52000 445.058
52100 238.47
52200 336.215
52300 280.591
52400 246.285
52500 305.199
52600 282.689
52700 287.952
52800 315.739
52900 299.658
53000 279.15
53100 276.856
53200 301.272
53300 354.694
53400 380.895
53500 446.206
53600 299.299
53700 388.647
53800 348.058
53900 292.847
54000 321.405
54100 200.332
54200 341.084
54300 285.636
54400 258.266
54500 362.772
54600 298.653
54700 311.953
54800 432.839
54900 331.385
55000 328.801
55100 251.722
55200 204.751
55300 268.278
55400 187.747
55500 332.13
55600 304.312
55700 309.143
55800 297.116
55900 413.176
56000 255.985
56100 348.734
56200 245.427
56300 305.366
56400 225.393
56500 242.778
56600 300.825
56700 225.742
56800 237.647
56900 392.68
57000 274.205
57100 262.659
57200 330.682
57300 286.73
57400 287.2
57500 268.674
57600 288.427
57700 279.116
57800 268.498
57900 335.722
58000 226.559
58100 284.782
58200 290.203
58300 256.486
58400 301.842
58500 271.523
58600 311.64
58700 242.007
58800 349.897
58900 271.324
59000 326.514
59100 351.313
59200 399.366
59300 392.443
59400 324.175
59500 373.873
59600 238.986
59700 370.077
59800 195.313
59900 305.892
60000 301.478
60100 212.494
60200 263.351
60300 353.399
60400 291.612
60500 290.478
60600 250.194
60700 265.773
60800 300.823
60900 227.402
61000 307.022
61100 345.361
61200 317.22
61300 347.173
61400 289.388
61500 415.791
61600 282.05
61700 303.884
61800 295.198
61900 330.968
62000 338.548
62100 194.434
62200 369.6
62300 272.594
62400 311.608
62500 280.573
62600 403.188
62700 248.352
62800 376.221
62900 286.995
63000 316.726
63100 214.781
63200 213.6
63300 204.434
63400 196.023
63500 263.834
63600 243.675
63700 257.444
63800 348.199
63900 267.983
64000 326.494
64100 321.058
64200 233.108
64300 311.976
64400 289.268
64500 267.611
64600 266.846
64700 291.913
64800 249.641
64900 335.587
65000 262.536
65100 402.77
65200 196.971
65300 242.403
65400 279.487
65500 205.126
65600 251.661
65700 197.046
65800 256.326
65900 277.582
66000 193.331
66100 408.162
66200 243.853
66300 160.587
66400 293.385
66500 238.213
66600 244.199
66700 317.099
66800 340.397
66900 283.462
67000 284.021
67100 343.884
67200 257.662
67300 270.145
67400 262.43
67500 344.422
67600 174.306
67700 301.895
67800 243.371
67900 249.692
68000 320.525
68100 371.868
68200 285.808
68300 334.177
68400 429.912
68500 295.667
68600 267.682
68700 390.687
68800 230.602
68900 309.435
69000 305.422
69100 330.978
69200 255.642
69300 303.216
69400 388.133
69500 227.673
69600 352.235
69700 316.876
69800 242.082
69900 287.596
70000 200.582
70100 223.994
70200 359.106
70300 269.98
70400 381.714
70500 451.208
70600 425.348
70700 294.931
70800 343.511
70900 426.994
71000 281.004
71100 370.586
71200 347.367
71300 257.268
71400 335.623
71500 283.53
71600 281.816
71700 266.237
71800 367.564
71900 274.023
72000 350.39
72100 271.673
72200 395.311
72300 299.599
72400 397.322
72500 269.459
72600 375.696
72700 271.549
72800 312.05
72900 353.335
73000 354.151
73100 369.843
73200 237.097
73300 353.997
73400 325.584
73500 363.29
73600 318.213
73700 257.726
73800 288.054
73900 238.458
74000 254.846
74100 427.802
74200 269.957
74300 337.722
74400 327.68
74500 324.842
74600 358.583
74700 262.912
74800 391.71
74900 325.842
75000 304.563
75100 268.121
75200 264.586
75300 299.235
75400 257.566
75500 301.925
75600 295.598
75700 292.135
75800 312.949
75900 343.1
76000 373.188
76100 225.164
76200 327.396
76300 246.401
76400 284.327
76500 207.085
76600 360.798
76700 248.638
76800 389.656
76900 332.31
77000 385.326
77100 286.525
77200 270.072
77300 244.917
77400 304.9
77500 231.382
77600 319.273
77700 298.713
77800 330.832
77900 385.318
78000 256.411
78100 298.72
78200 182.333
78300 273.419
78400 313.792
78500 235.532
78600 370.373
78700 231.652
78800 304.793
78900 411.596
79000 431.675
79100 280.755
79200 409.687
79300 350.148
79400 355.507
79500 377.131
79600 387.297
79700 233.31
79800 295.965
79900 341.965
80000 244.538
80100 352.792
80200 337.733
80300 344.12
80400 328.645
80500 492.184
80600 334.624
80700 347.994
80800 398.232
80900 289.998
81000 324.599
81100 223.667
81200 411.21
81300 396.054
81400 241.486
81500 474.888
81600 337.388
81700 422.709
81800 347.059
81900 416.022
82000 289.438
82100 305.397
82200 292.393
82300 337.308
82400 256.29
82500 348.22
82600 200.47
82700 287.57
82800 401.119
82900 394.125
83000 297.532
83100 482.112
83200 378.188
83300 405.685
83400 305.266
83500 274.401
83600 275.801
83700 404.737
83800 220.852
83900 294.383
84000 430.138
84100 304.971
84200 447.647
84300 389.594
84400 389.615
84500 351.784
84600 322.089
84700 276.235
84800 313.74
84900 262.57
85000 284.723
85100 375.132
85200 321.119
85300 313.975
85400 245.802
85500 273.375
85600 234.826
85700 309.698
85800 329.594
85900 418.262
86000 233.997
86100 337.027
86200 227.6
86300 264.598
86400 325.977
86500 184.272
86600 266.346
86700 195.87
86800 269.062
86900 276.727
87000 284.606
87100 357.685
87200 282.198
87300 191.828
87400 329.996
87500 286.514
87600 224.079
87700 276.257
87800 250.672
87900 319.503
88000 274.463
88100 356.029
88200 307.278
88300 257.959
88400 293.91
88500 255.999
88600 267.747
88700 335.026
88800 237.346
88900 340.41
89000 254.806
89100 303.392
89200 173.627
89300 300.434
89400 214.831
89500 289.786
89600 293.766
89700 271.448
89800 355.349
89900 232.651
90000 306.075
90100 288.068
90200 195.378
90300 212.654
90400 284.298
90500 227.191
90600 218.112
90700 307.1
90800 197.106
90900 301.392
91000 335.968
91100 225.242
91200 274.924
91300 256.734
91400 286.4
91500 315.413
91600 269.277
91700 241.553
91800 252.118
91900 193.194
92000 206.963
92100 307.411
92200 219.586
92300 329.127
92400 245.578
92500 367.217
92600 180.877
92700 188.393
92800 169.645
92900 201.943
93000 149.588
93100 384.66
93200 200.028
93300 377.538
93400 373.714
93500 321.789
93600 368.457
93700 337.578
93800 243.987
93900 340.303
94000 234.173
94100 265.185
94200 293.521
94300 236.821
94400 339.088
94500 345.697
94600 292.371
94700 396.999
94800 322.191
94900 333.176
95000 338.569
95100 316.697
95200 270.129
95300 253.112
95400 303.964
95500 285.425
95600 310.978
95700 240.267
95800 304.845
95900 199.489
96000 344.66
96100 240.753
96200 338.856
96300 271.016
96400 382.265
96500 242.978
96600 254.592
96700 345.254
96800 282.977
96900 307.674
97000 273.481
97100 262.933
97200 236.414
97300 291.043
97400 257.436
97500 316.561
97600 337.404
97700 290.056
97800 475.098
97900 294.795
98000 420.368
98100 245.849
98200 330.824
98300 456.097
98400 246.525
98500 361.934
98600 262.132
98700 215.515
98800 342.239
98900 270.314
99000 297.335
99100 333.514
99200 342.668
99300 346.954
99400 425.289
99500 368.574
99600 376.713
99700 276.997
99800 293.536
99900 277.845
100000 227.758
100100 287.97
100200 353.684
100300 228.506
100400 391.857
100500 399.771
100600 350.137
100700 327.442
100800 411.444
100900 298.002
101000 406.209
101100 290.402
101200 300.385
101300 224.152
101400 329.468
101500 391.574
101600 254.427
101700 375.702
101800 425.901
101900 314.997
102000 473.594
102100 344.252
102200 349.098
102300 242.636
102400 347.025
102500 197.921
102600 280.277
102700 362.924
102800 335.935
102900 365.881
103000 354.981
103100 311.622
103200 320.451
103300 344.117
103400 276.82
103500 321.564
103600 367.55
103700 289.102
103800 288.819
103900 430.578
104000 363.741
104100 385.278
104200 360.336
104300 338.169
104400 260.951
104500 405.614
104600 213.552
104700 244.912
104800 266.728
104900 309.274
105000 333.273
105100 287.054
105200 385.439
105300 356.961
105400 266.966
105500 262.143
105600 295.597
105700 274.932
105800 228.773
105900 304.96
106000 262.652
106100 338.901
106200 315.647
106300 416.671
106400 292.985
106500 407.308
106600 310.115
106700 293.27
106800 251.166
106900 349.461
107000 190.93
107100 317.476
107200 290.706
107300 266.011
107400 376.49
107500 286.641
107600 327.569
107700 346.766
107800 269.077
107900 408.136
108000 322.132
108100 282.167
108200 229.507
108300 297.686
108400 284.622
108500 303.174
108600 346.509
108700 331.272
108800 380.293
108900 330.471
109000 280.886
109100 407.928
109200 226.803
109300 372.724
109400 266.693
109500 242.138
109600 370.877
109700 254.695
109800 305.314
109900 288.211
110000 217.092
110100 262.609
110200 229.341
110300 185.615
110400 276.156
110500 281.743
110600 279.615
110700 304.622
110800 334.242
110900 340.784
111000 272.314
111100 356.37
111200 305.046
111300 238.322
111400 242.503
111500 242.913
111600 187.365
111700 282.595
111800 296.998
111900 235.538
112000 270.277
112100 258.772
112200 238.564
112300 298.491
112400 264.886
112500 293.463
112600 319.313
112700 302.563
112800 271.983
112900 250.621
113000 296.311
113100 324.26
113200 224.22
113300 242.248
113400 291.755
113500 209.192
113600 266.597
113700 267.686
113800 233.424
113900 209.775
114000 263.57
114100 204.762
114200 321.937
114300 266.318
114400 269.067
114500 202.385
114600 343.987
114700 225.936
114800 336.986
114900 286.304
115000 360.053
115100 223.338
115200 289.155
115300 318.161
115400 259.51
115500 297.665
115600 236.969
115700 269.996
115800 216.726
115900 306.651
116000 222.302
116100 198.893
116200 323.279
116300 201.523
116400 323.554
116500 153.021
116600 355.074
116700 265.375
116800 326.65
116900 409.434
117000 275.271
117100 323.633
117200 200.598
117300 215.559
117400 235.735
117500 153.864
117600 193.499
117700 292.048
117800 286.995
117900 372.036
118000 290.854
118100 324.849
118200 257.233
118300 207.549
118400 299.245
118500 251.006
118600 197.927
118700 312.735
118800 268.456
118900 295.704
119000 305.187
119100 317.382
119200 214.517
119300 292.946
119400 235.669
119500 259.147
119600 272.571
119700 257.15
119800 324.445
119900 322.664
120000 262.601
120100 338.778
120200 328.177
120300 392.966
120400 366.289
120500 267.609
120600 383.414
120700 266.841
120800 294.1
120900 240.767
121000 352.352
121100 201.27
121200 297.172
121300 277.475
121400 237.692
121500 335.259
121600 196.514
121700 370.369
121800 215.091
121900 364.024
122000 295.178
122100 337.322
122200 307.414
122300 386.825
122400 290.967
122500 385.852
122600 392.716
122700 293.591
122800 334.687
122900 336.762
123000 304.065
123100 399.097
123200 350.852
123300 335.309
123400 336.927
123500 288.696
123600 311.602
123700 324.897
123800 252.238
123900 375.388
124000 287.785
124100 300.053
124200 310.814
124300 333.27
124400 266.848
124500 417.64
124600 274.91
124700 349.475
124800 222.427
124900 299.043
125000 377.185
125100 310.682
125200 283.006
125300 311.664
125400 356.668
125500 327.209
125600 419.897
125700 292.522
125800 348.383
125900 355.846
126000 279.892
126100 453.699
126200 317.254
126300 358.737
126400 252.73
126500 307.301
126600 229.633
126700 324.875
126800 248.766
126900 300.423
127000 370.272
127100 297.601
127200 393.63
127300 360.808
127400 400.807
127500 279.675
127600 310.993
127700 257.335
127800 261.216
127900 321.865
128000 322.269
128100 326.801
128200 310.537
128300 331.404
128400 258.116
128500 331.624
128600 368.76
128700 397.086
128800 351.145
128900 476.624
129000 396.909
129100 391.424
129200 391.746
129300 335.504
129400 387.637
129500 297.033
129600 412.191
129700 407.896
129800 331.651
129900 414.756
130000 382.065
130100 315.753
130200 450.956
130300 254.418
130400 307.972
130500 236.858
130600 249.594
130700 351.973
130800 333.953
130900 298.71
131000 412.664
131100 413.185
131200 334.219
131300 282.813
131400 361.842
131500 325.627
131600 264.978
131700 333.888
131800 322.271
131900 206.849
132000 423.16
132100 327.571
132200 354.545
132300 404.104
132400 439.628
132500 337.752
132600 333.475
132700 478.997
132800 231.105
132900 370.219
133000 323.1
133100 298.363
133200 367.385
133300 390.659
133400 374.307
133500 383.623
133600 260.905
133700 384.422
133800 260.259
133900 304.746
134000 308.058
134100 245.139
134200 338.984
134300 345.081
134400 298.478
134500 424.959
134600 323.371
134700 223.8
134800 344.045
134900 363.434
135000 376.833
135100 409.43
135200 405.056
135300 323.867
135400 315.751
135500 352.214
135600 302.68
135700 258.498
135800 270.956
135900 347.679
136000 277.874
136100 438.865
136200 412.369
136300 369.266
136400 466.443
136500 317.315
136600 341.003
136700 259.944
136800 325.146
136900 322.468
137000 343.849
137100 459.708
137200 329.346
137300 347.815
137400 332.066
137500 419.498
137600 292.614
137700 414.777
137800 224.182
137900 303.454
138000 342.344
138100 342.484
138200 337.044
138300 322.398
138400 383.941
138500 358.616
138600 324.158
138700 418.595
138800 373.98
138900 354.7
139000 250.061
139100 390.177
139200 329.255
139300 280.46
139400 347.283
139500 413.19
139600 261.123
139700 362.431
139800 339.85
139900 319.01
140000 347.504
140100 336.777
140200 373.248
140300 427.067
140400 256.755
140500 370.044
140600 255.285
140700 315.107
140800 413.587
140900 196.586
141000 418.006
141100 319.608
141200 370.635
141300 523.737
141400 360.048
141500 354.595
141600 445.909
141700 270.782
141800 284.184
141900 532.807
142000 275.249
142100 372.621
142200 290.473
142300 415.287
142400 313.034
142500 267.936
142600 510.814
142700 275.712
142800 356.32
142900 363.769
143000 417.911
143100 241.903
143200 344.977
143300 321.002
143400 282.834
143500 315.174
143600 315.914
143700 377.859
143800 369.816
143900 359.004
144000 436.377
144100 281.957
144200 330.529
144300 316.723
144400 324.092
144500 335.277
144600 390.578
144700 267.772
144800 321.264
144900 336.838
145000 299.405
145100 345.6
145200 332.659
145300 288.363
145400 210.312
145500 310.009
145600 267.575
145700 227.532
145800 309.616
145900 251.263
146000 371.659
146100 289.701
146200 282.815
146300 374.075
146400 315.11
146500 373.46
146600 358.848
146700 254.132
146800 313.31
146900 356.635
147000 251.871
147100 424.812
147200 349.873
147300 427.192
147400 317.865
147500 365.92
147600 466.483
147700 273.113
147800 350.15
147900 384.619
148000 388.615
148100 349.744
148200 473.205
148300 215.808
148400 423.745
148500 307.313
148600 262.18
148700 340.621
148800 339.439
148900 287.986
149000 420.82
149100 349.034
149200 291.863
149300 346.725
149400 322.121
149500 275.747
149600 327.148
149700 408.952
149800 264.419
149900 322.84
150000 335.824
150100 281.06
150200 266.419
150300 319.985
150400 353.702
150500 350.611
150600 344.451
150700 378.916
150800 365.068
150900 330.734
151000 346.282
151100 274.102
151200 295.232
151300 332.941
151400 196.356
151500 390.766
151600 325.061
151700 258.079
151800 350.902
151900 241.192
152000 261.327
152100 323.487
152200 224.279
152300 248.235
152400 336.155
152500 265.677
152600 402.155
152700 273.51
152800 432.339
152900 343.775
153000 409.033
153100 508.578
153200 235.611
153300 470.138
153400 276.541
153500 281.701
153600 320.929
153700 234.739
153800 284.125
153900 338.803
154000 255.571
154100 341.638
154200 362.452
154300 252.278
154400 384.655
154500 321.927
154600 332.034
154700 318.252
154800 346.86
154900 276.581
155000 312.72
155100 337.189
155200 272.064
155300 343.335
155400 265.735
155500 260.485
155600 375.037
155700 358.958
155800 365.693
155900 394.907
156000 339.454
156100 315.675
156200 338.742
156300 322.569
156400 306.901
156500 296.682
156600 417.289
156700 351.169
156800 399.218
156900 357.804
157000 451.62
157100 223.894
157200 396.788
157300 258.152
157400 309.383
157500 402.904
157600 281.648
157700 390.522
157800 437.656
157900 396.953
158000 303.529
158100 491.509
158200 271.694
158300 339.575
158400 368.399
158500 285.973
158600 300.237
158700 220.376
158800 224.075
158900 302.841
159000 190.861
159100 349.117
159200 319.191
159300 386.177
159400 304.462
159500 428.581
159600 307.443
159700 285.531
159800 319.881
159900 263.089
160000 300.156
160100 278.215
160200 361.647
160300 273.349
160400 355.077
160500 289.644
160600 307.481
160700 295.554
160800 220.003
160900 303.702
161000 296.06
161100 314.34
161200 332.987
161300 355.974
161400 375.57
161500 385.423
161600 300.951
161700 437.166
161800 285.459
161900 301.054
162000 263.317
162100 320.498
162200 216.455
162300 287.459
162400 314.865
162500 278.942
162600 352.964
162700 384.267
162800 322.336
162900 456.688
163000 443.56
163100 312.146
163200 415.188
163300 305.564
163400 294.281
163500 412.552
163600 326.192
163700 413.743
163800 285.307
163900 563.41
164000 310.284
164100 307.889
164200 445.893
164300 277.047
164400 315.354
164500 339.315
164600 340.722
164700 214.311
164800 447.393
164900 318.018
165000 317.913
165100 425.977
165200 265.444
165300 294.045
165400 322.158
165500 263.147
165600 344.414
165700 317.255
165800 323.267
165900 264.919
166000 415.461
166100 189.499
166200 278.268
166300 346.776
166400 263.235
166500 259.553
166600 433.501
166700 326.839
166800 276.538
166900 437.348
167000 292.382
167100 254.199
167200 227.822
167300 309.733
167400 275.726
167500 258.703
167600 381.3
167700 294.779
167800 372.675
167900 253.898
168000 352.167
168100 259.054
168200 303.681
168300 340.579
168400 343.781
168500 293.089
168600 363.899
168700 227.756
168800 416.324
168900 258.786
169000 369.851
169100 303.405
169200 223.074
169300 372.81
169400 287.008
169500 282.785
169600 284.361
169700 268.612
169800 194.724
169900 253.036
170000 287.528
170100 228.237
170200 315.95
170300 231.835
170400 367.572
170500 208.817
170600 416.48
170700 215.843
170800 398.225
170900 338.524
171000 366.149
171100 412.415
171200 396.064
171300 327.903
171400 357.445
171500 280.901
171600 301.101
171700 282.163
171800 316.477
171900 353.982
172000 379.56
172100 363.815
172200 435.42
172300 258.426
172400 474.393
172500 254.882
172600 368.916
172700 306.225
172800 221.476
172900 294.873
173000 268.116
173100 305.809
173200 298.455
173300 229.845
173400 384.447
173500 281.568
173600 258.463
173700 332.685
173800 211.066
173900 217.083
174000 353.068
174100 216.909
174200 326.489
174300 254.148
174400 328.024
174500 267.455
174600 295.74
174700 306.347
174800 267.899
174900 354.079
175000 380.76
175100 338.628
175200 288.464
175300 304.164
175400 163.94
175500 397.191
175600 232.484
175700 253.113
175800 222.739
175900 134.183
176000 216.575
176100 190.835
176200 327.756
176300 256.126
176400 319.852
176500 308.03
176600 406.964
176700 301.972
176800 363.359
176900 454.696
177000 195.355
177100 389.745
177200 178.378
177300 287.358
177400 166.472
177500 200.944
177600 316.747
177700 287.667
177800 255.816
177900 308.735
178000 294.834
178100 258.707
178200 340.859
178300 210.812
178400 234.484
178500 193.708
178600 166.485
178700 284.789
178800 216.095
178900 381.948
179000 380.098
179100 332.093
179200 335.839
179300 343.856
179400 243.549
179500 273.914
179600 315.395
179700 178.532
179800 315.38
179900 300.647
180000 298.975
180100 293.682
180200 390.89
180300 275.35
180400 246.883
180500 216.056
180600 213.746
180700 232.81
180800 230.541
180900 270.919
181000 255.88
181100 261.309
181200 296.231
181300 336.406
181400 317.136
181500 286.491
181600 336.465
181700 254.459
181800 233.236
181900 283.242
182000 261.295
182100 194.8
182200 308.72
182300 241.006
182400 288.914
182500 297.795
182600 316.363
182700 293.723
182800 240.298
182900 231.792
183000 323.081
183100 225.212
183200 246.607
183300 310.722
183400 272.961
183500 231.975
183600 315.408
183700 292.422
183800 297.772
183900 347.177
184000 252.486
184100 296.129
184200 276.186
184300 215.957
184400 213.11
184500 238.624
184600 179.551
184700 249.999
184800 275.235
184900 206.053
185000 259.743
185100 243.298
185200 286.762
185300 230.445
185400 312.632
185500 233.481
185600 270.003
185700 291.26
185800 266.715
185900 253.17
186000 331.139
186100 270.922
186200 281.122
186300 283.697
186400 253.761
186500 247.083
186600 321.391
186700 298.447
186800 221.619
186900 251.488
187000 273.52
187100 286.529
187200 275.739
187300 320.805
187400 257.863
187500 212.942
187600 256.989
187700 279.791
187800 262.218
187900 347.933
188000 290.831
188100 235.857
188200 254.839
188300 222.621
188400 286.729
188500 231.376
188600 362.415
188700 269.921
188800 315.936
188900 232.809
189000 209.959
189100 236.012
189200 244.271
189300 195.543
189400 235.744
189500 208.262
189600 234.094
189700 282.665
189800 264.856
189900 300.805
190000 250.402
190100 312.38
190200 208.92
190300 291.145
190400 223.888
190500 281.364
190600 165.907
190700 182.51
190800 213.36
190900 194.194
191000 349.778
191100 235.974
191200 420.33
191300 278.259
191400 223.224
191500 252.378
191600 312.809
191700 231.494
191800 276.817
191900 185.861
192000 194.973
192100 230.325
192200 174.23
192300 258.43
192400 223.149
192500 250.647
192600 211.987
192700 273.184
192800 224.564
192900 291.515
193000 231.604
193100 252.796
193200 292.997
193300 243.663
193400 240.429
193500 211.161
193600 267.588
193700 243.248
193800 305.391
193900 222.646
194000 240.82
194100 198.165
194200 246.234
194300 240.792
194400 246.098
194500 237.315
194600 210.592
194700 315.854
194800 189.448
194900 374.027
195000 289.778
195100 346.414
195200 290.721
195300 302.267
195400 250.599
195500 273.429
195600 241.594
195700 285.907
195800 231.169
195900 250.87
196000 268.332
196100 227.964
196200 310.057
196300 254.976
196400 331.579
196500 247.613
196600 216.997
196700 256.735
196800 305.831
196900 214.837
197000 257.04
197100 331.725
197200 216.334
197300 304.417
197400 260.579
197500 330.032
197600 291.888
197700 190.756
197800 318.351
197900 200.946
198000 230.017
198100 236.087
198200 358.379
198300 287.822
198400 321.698
198500 290.664
198600 261.529
