# Time-averaged data for fix myat3
# TimeStep c_Tsurface_sup
0 282.881
100 348.509
200 371.673
300 328.689
400 452.323
500 345.003
600 353.857
700 358.259
800 404.104
900 336.92
1000 283.549
1100 334.185
1200 259.254
1300 267.048
1400 303.9
1500 482.955
1600 241.808
1700 414.436
1800 388.845
1900 300.904
2000 314.907
2100 324.489
2200 228.718
2300 341.563
2400 339.522
2500 341.962
2600 456.145
2700 384.769
2800 432.744
2900 323.687
3000 316.276
3100 287.052
3200 295.924
3300 225.672
3400 363.391
3500 311.37
3600 261.944
3700 303.749
3800 299.457
3900 353.702
4000 259.813
4100 345.828
4200 259.423
4300 266.727
4400 298.015
4500 279.641
4600 246.215
4700 202.522
4800 314.856
4900 348.279
5000 326.825
5100 441.679
5200 383.359
5300 362.274
5400 359.602
5500 375.752
5600 335.259
5700 262.943
5800 363.134
5900 318.2
6000 242.145
6100 251.652
6200 412.967
6300 344.188
6400 346.703
6500 454.527
6600 464.565
6700 270.706
6800 392.668
6900 376.248
7000 324.953
7100 367.075
7200 511.206
7300 205.933
7400 371.939
7500 310.942
7600 260.468
7700 224.247
7800 413.915
7900 322.478
8000 269.868
8100 342.142
8200 335.22
8300 365.073
8400 389.711
8500 515.728
8600 327.376
8700 294.542
8800 308.876
8900 411.554
9000 224.455
9100 502.034
9200 352.716
9300 283.768
9400 418.412
9500 402.877
9600 375.986
9700 318.153
9800 419.022
9900 386.171
10000 287.685
10100 315.58
10200 277.507
10300 339.402
10400 231.82
10500 420.044
10600 317.774
10700 290.868
10800 248.792
10900 357.033
11000 200.591
11100 261.715
11200 272.235
11300 293.752
11400 220.051
11500 303.141
11600 350.492
11700 288.087
11800 333.5
11900 291.114
12000 237.549
12100 347.007
12200 273.64
12300 315.42
12400 267.959
12500 240.477
12600 356.261
12700 252.277
12800 235.589
12900 298.012
13000 235.433
13100 343.363
13200 398.291
13300 402.84
13400 274.595
13500 250.257
13600 320.46
13700 260.024
13800 195.831
13900 312.195
14000 269.015
14100 276.681
14200 236.341
14300 285.448
14400 232.116
14500 298.589
14600 260.158
14700 288.741
14800 373.669
14900 277.09
15000 341.161
15100 474.506
15200 244.548
15300 312.037
15400 283.469
15500 242.188
15600 250.713
15700 260.449
15800 210.662
15900 365.791
16000 208.897
16100 379.262
16200 327.436
16300 248.188
16400 207.323
16500 315.118
16600 207.622
16700 240.969
16800 208.37
16900 231.506
17000 300.236
17100 315.781
17200 382.672
17300 451.868
17400 369.421
17500 414.899
17600 291.644
17700 384.193
17800 343.928
17900 243.89
18000 374.041
18100 235.163
18200 279.25
18300 340.514
18400 298.13
18500 404.85
18600 326.931
18700 358.462
18800 340.929
18900 351.877
19000 227.615
19100 273.408
19200 286.918
19300 340.402
19400 244.224
19500 300.894
19600 221.767
19700 238.037
19800 240.208
19900 231.754
20000 295.893
20100 254.851
20200 270.733
20300 276.665
20400 213.84
20500 417.005
20600 238.26
20700 313.419
20800 322.654
20900 238.588
21000 205.675
