# Time-averaged data for fix myat1
# TimeStep c_Tmobile
0 310
100 296.657
200 314.515
300 317.304
400 368.701
500 271.334
600 332.175
700 303.743
800 318.082
900 279.123
1000 286.624
1100 292.45
1200 300.126
1300 310.649
1400 315.953
1500 396.248
1600 255.882
1700 375.591
1800 348.236
1900 271.843
2000 291.43
2100 291.555
2200 264.757
2300 297.527
2400 303.378
2500 307.488
2600 343.194
2700 300.991
2800 348.582
2900 307.585
3000 284.011
3100 284.918
3200 265.794
3300 272.405
3400 276.664
3500 294.632
3600 293.378
3700 305.284
3800 324.695
3900 327.039
4000 299.714
4100 288.829
4200 379.6
4300 264.796
4400 294.122
4500 306.379
4600 237.954
4700 277.518
4800 309.025
4900 309.415
5000 286.388
5100 348.315
5200 337.892
5300 281.739
5400 331.405
5500 304.765
5600 311.905
5700 286.915
5800 307.382
5900 258.67
6000 272.978
6100 246.22
6200 298.197
6300 314.141
6400 309.143
6500 321.511
6600 345.015
6700 307.188
6800 311.552
6900 354.96
7000 257.376
7100 286.008
7200 307.092
7300 189.805
7400 270.564
7500 259.001
7600 242.101
7700 264.51
7800 324.069
7900 286.118
8000 296.951
8100 340.881
8200 344.356
8300 309.238
8400 339.541
8500 337.231
8600 284.013
8700 297.189
8800 265.402
8900 318.666
9000 230.637
9100 344.638
9200 319.179
9300 265.114
9400 332.31
9500 339.555
9600 292.088
9700 295.446
9800 319.893
9900 314.94
10000 268.446
10100 266.937
10200 331.09
10300 290.261
10400 279.641
10500 376.126
10600 307.153
10700 350.758
10800 294.96
10900 334.192
11000 277.612
11100 272.565
11200 265.904
11300 290.828
11400 266.39
11500 300.913
11600 311.737
11700 321.945
11800 313.087
11900 291.832
12000 333.339
12100 283.785
12200 309.9
12300 345.014
12400 298.687
12500 303.179
12600 318.309
12700 268.904
12800 256.101
12900 323.413
13000 281.596
13100 327.856
13200 353.208
13300 344.495
13400 322.773
13500 310.47
13600 337.622
13700 280.909
13800 312.113
13900 311.872
14000 305.472
14100 321.136
14200 304.194
14300 302.853
14400 312.291
14500 310.636
14600 294.764
14700 325.788
14800 308.05
14900 359.011
15000 347.582
15100 371.195
15200 333.179
15300 300.974
15400 304.673
15500 289.38
15600 302.953
15700 302.206
15800 315.446
15900 341.842
16000 322.571
16100 340.266
16200 343.648
16300 310.203
16400 259.88
16500 330.003
16600 290.895
16700 283.827
16800 288.649
16900 338.264
17000 301.38
17100 306.513
17200 374.382
17300 353.102
17400 351.189
17500 329.205
17600 320.956
17700 323.951
17800 307.201
17900 307.642
18000 318.531
18100 275.619
18200 311.92
18300 325.084
18400 304.15
18500 401.35
18600 366.563
18700 359.577
18800 375.492
18900 330.155
19000 299.849
19100 284.778
19200 331.239
19300 317.605
19400 272.134
19500 291.445
19600 298.894
19700 303.878
19800 268.74
19900 297.762
20000 296.963
20100 308.246
20200 317.689
20300 337.863
20400 326.593
20500 349.892
20600 289.004
20700 266.849
20800 317.262
20900 263.527
21000 262.111
21100 307.394
21200 273.647
21300 295.406
21400 334.722
21500 289.209
21600 331.527
21700 322.292
21800 314.713
21900 312.131
22000 283.578
22100 307.147
22200 270.006
22300 276.481
22400 317.756
22500 253.659
22600 308.987
22700 344.696
22800 281.885
22900 295.192
23000 391.934
23100 294.893
23200 290.241
23300 366.869
23400 261.723
23500 292.008
23600 282.136
23700 274.71
23800 327.448
23900 278.824
24000 303.331
24100 353.485
24200 311.095
24300 359.353
24400 305.049
24500 284.2
24600 329.816
24700 212.186
24800 329.862
24900 254.993
25000 291.661
25100 334.622
25200 296.482
25300 348.113
25400 323.279
25500 313.836
25600 320.157
25700 309.917
25800 299.22
25900 328.186
26000 244.417
26100 304.614
26200 234.43
26300 270.561
26400 263.079
26500 267.592
26600 317.37
26700 267.15
26800 303
26900 359.383
27000 326.294
27100 288.876
27200 334.778
27300 321.93
27400 295.403
27500 289.267
27600 281.307
27700 326.993
27800 241.805
27900 294.676
28000 310.688
28100 292.812
28200 296.83
28300 350.485
28400 343.946
28500 314.23
28600 330.538
28700 320.98
28800 319.709
28900 229.969
29000 323.368
29100 294.182
29200 279.13
29300 305.419
29400 317.591
29500 331.062
29600 321.108
29700 332.472
29800 330.371
29900 277.191
30000 251.782
30100 282.679
30200 263.232
30300 316.112
30400 310.456
30500 305.247
30600 362.95
30700 279.609
30800 341.458
30900 315.271
31000 281.328
31100 322.525
31200 288.159
31300 279.856
31400 238.444
31500 264.687
31600 283.591
31700 301.273
31800 257.119
31900 369.596
32000 275.225
32100 337.085
32200 348.063
32300 326.648
32400 319.592
32500 282.21
32600 286.061
32700 287.904
32800 248.048
32900 307.898
33000 303.463
33100 287.92
33200 325.414
33300 361.104
33400 290.114
33500 305.843
33600 327.245
33700 282.694
33800 259.717
33900 305.907
34000 231.878
34100 278.348
34200 285.348
34300 266.313
34400 307.188
34500 279.26
34600 339.841
34700 282.065
34800 326.829
34900 386.088
35000 284.219
35100 300.596
35200 338.719
35300 256.984
35400 249.165
35500 277.902
35600 271.676
35700 337.087
35800 285.002
35900 337.213
36000 311.778
36100 313.615
36200 346.064
36300 300.712
36400 300.964
36500 281.301
36600 269.182
36700 250.945
36800 299.522
36900 252.696
37000 301.885
37100 324.429
37200 302.504
37300 307.925
37400 299.282
37500 324.449
37600 334.053
37700 338.58
37800 378.36
37900 350.689
38000 344.18
38100 300.067
38200 335.477
38300 274.141
38400 293.184
38500 282.585
38600 322.288
38700 333.175
38800 321.81
38900 331.961
39000 372.852
39100 302.412
39200 406.593
39300 331.323
39400 273.829
39500 323.433
39600 291.633
39700 290.169
39800 285
39900 297.55
40000 329.55
40100 301.998
40200 346.483
40300 340.069
40400 315.467
40500 334.988
40600 320.337
40700 318.712
40800 317.935
40900 304.162
41000 315.611
41100 335.61
41200 284.087
41300 293.691
41400 313.812
41500 274.736
41600 275.434
41700 307.706
41800 270.374
41900 307.99
42000 321.807
42100 315.902
42200 360.255
42300 295.437
42400 357.539
42500 307.972
42600 288.273
42700 315.397
42800 282.107
42900 260.744
43000 294.47
43100 340.757
43200 274.277
43300 319.986
43400 321.505
43500 336.901
43600 324.304
43700 330.664
43800 311.667
43900 279.232
44000 304.682
44100 264.751
44200 278.779
44300 319.438
44400 292.587
44500 323.162
44600 352.296
44700 320.502
44800 371.246
44900 286.568
45000 309.658
45100 354.546
45200 258.443
45300 323.677
45400 333.644
45500 290.599
45600 293.69
45700 307.401
45800 286.518
45900 302.767
46000 306.881
46100 298.955
46200 367.946
46300 293.141
46400 322.362
46500 306.784
46600 252.966
46700 252.973
46800 292.518
46900 277.421
47000 307.357
47100 318.02
47200 309.454
47300 381.918
47400 233.557
47500 349.475
47600 314.949
47700 273.634
47800 285.241
47900 282.568
48000 320.27
48100 268.839
48200 285.756
48300 290.494
48400 336.346
48500 279.151
48600 365.512
48700 301.824
48800 349.817
48900 348.427
49000 282.951
49100 338.155
49200 288.065
49300 268.28
49400 296.482
49500 299.31
49600 284.732
49700 298.508
49800 363.664
49900 316.409
50000 336.349
50100 333.688
50200 287.386
50300 286.85
50400 287.555
50500 269.876
50600 317.266
50700 293.687
50800 307.565
50900 310.339
51000 286.458
51100 329.073
51200 326.148
51300 303.182
51400 330.974
51500 272.01
51600 320.29
51700 311.312
51800 269.435
51900 301.898
52000 336.658
52100 317.554
52200 359.727
52300 322.478
52400 335.08
52500 326.208
52600 282.381
52700 293.935
52800 327.277
52900 249.553
53000 293.07
53100 338.127
53200 269.841
53300 353.425
53400 364.779
53500 350.737
53600 351.055
53700 355.864
53800 323.757
53900 314.704
54000 310.793
54100 282.235
54200 301.045
54300 268.414
54400 323.918
54500 295.137
54600 371.821
54700 314.307
54800 349.395
54900 382.21
55000 293.449
55100 303.881
55200 324.939
55300 292.781
55400 307.141
55500 331.169
55600 303.946
55700 276.14
55800 306.063
55900 279.153
56000 292.067
56100 309.63
56200 311.812
56300 305.976
56400 371.029
56500 300.458
56600 306.922
56700 352.274
56800 283.542
56900 302.044
57000 288.22
57100 270.01
57200 273.498
57300 288.699
57400 296.161
57500 345.142
57600 305.448
57700 324.035
57800 312.665
57900 305.686
58000 319.508
58100 306.314
58200 289.215
58300 293.521
58400 275.61
58500 235.044
58600 294.238
58700 245.399
58800 329.317
58900 334.956
59000 328.811
59100 339.116
59200 290.911
59300 306.376
59400 306.13
59500 300.697
59600 254.391
59700 301.531
59800 288.541
59900 299.977
60000 312.101
60100 319.588
60200 324.035
60300 347.257
60400 318.012
60500 305.813
60600 287.742
60700 286.68
60800 306.39
60900 276.419
61000 285.243
61100 315.211
61200 271.048
61300 340.078
61400 305.313
61500 286.282
61600 351.185
61700 312.34
61800 320.006
61900 388.579
62000 268.298
62100 366.854
62200 341.058
62300 285.266
62400 297.496
62500 299.106
62600 268.44
62700 285.323
62800 315.804
62900 308.651
63000 321.912
63100 356.435
63200 343.553
63300 315.845
63400 364.31
63500 300.119
63600 286.801
63700 319.28
63800 272.633
63900 304.835
64000 311.674
64100 331.486
64200 340.204
64300 382.997
64400 349.214
64500 340.932
64600 342.166
64700 343.745
64800 302.058
64900 300.505
65000 279.278
65100 294.377
65200 324.605
65300 296.629
65400 336.637
65500 388.157
65600 296.115
65700 395.577
65800 319.236
65900 329.109
66000 311.292
66100 303.554
66200 334.731
66300 319.46
66400 270.435
66500 313.132
66600 301.344
66700 227.523
66800 300.168
66900 262.836
67000 289.794
67100 302.517
67200 327.929
67300 316.871
67400 332.475
67500 304.294
67600 343.691
67700 300.916
67800 261.273
67900 306.73
68000 240.779
68100 288.178
68200 303.385
68300 281.486
68400 350.568
68500 330.202
68600 300.696
68700 347.125
68800 281.431
68900 276.627
69000 325.632
69100 291.654
69200 289.173
69300 314.256
69400 333.187
69500 297.772
69600 373.442
69700 304.087
69800 340.145
69900 336.096
70000 325.763
70100 271.503
70200 306.055
70300 244.464
70400 307.846
70500 314.75
70600 293.554
70700 355.229
70800 307.046
70900 315.496
71000 332.363
71100 332.415
71200 270.883
71300 283.959
71400 246.135
71500 285.561
71600 270.356
71700 298.704
71800 297.276
71900 339.276
72000 304.14
72100 324.414
72200 345.56
72300 314.222
72400 255.027
72500 292.399
72600 278.603
72700 261.581
72800 255.27
72900 295.041
73000 281.263
73100 291.738
73200 311.377
73300 321.807
73400 319.97
73500 334.309
73600 320.142
73700 338.529
73800 285.753
73900 305.48
74000 302.605
74100 276.408
74200 250.182
74300 288.037
74400 295.593
74500 286.147
74600 301.789
74700 330.826
74800 285.289
74900 337.949
75000 312.726
75100 284.53
75200 364.108
75300 278.36
75400 365.057
75500 309.006
75600 355.302
75700 311.735
75800 363.673
75900 244.608
76000 306.396
76100 281.966
76200 290.851
76300 282.534
76400 331.766
76500 314.881
76600 337.33
76700 373.505
76800 370.282
76900 367.626
77000 345.358
77100 336.566
77200 348.549
77300 251.698
77400 319.636
77500 290.058
77600 288.368
77700 291.179
77800 342.411
77900 314.427
78000 332.088
78100 328.956
78200 358.236
78300 307.447
78400 274.546
78500 293.342
78600 288.363
78700 256.426
78800 271.685
78900 351.089
79000 281.372
79100 358.177
79200 332.482
79300 318.775
79400 325.59
79500 299.482
79600 273.284
79700 261.113
79800 282.775
79900 244.526
80000 311.914
80100 322.745
80200 251.389
80300 384.721
80400 302.317
80500 290.222
80600 354.608
80700 305.583
80800 270.576
80900 274.055
81000 262.452
81100 300.49
81200 235.893
81300 295.295
81400 323.922
81500 287.485
81600 316.7
81700 332.629
81800 347.625
81900 278.086
82000 320.242
82100 299.651
82200 248.545
82300 289.746
82400 297.383
82500 247.914
82600 319.902
82700 301.911
82800 321.773
82900 314.166
83000 303.958
83100 325.655
83200 288.363
83300 338.743
83400 310.409
83500 278.056
83600 257.873
83700 280.583
83800 273.233
83900 326.386
84000 313.386
84100 315.61
84200 357.063
84300 309.211
84400 320.532
84500 335.429
84600 328.418
84700 314.746
84800 293.735
84900 304.243
85000 311.818
85100 254.365
85200 312.435
85300 358.135
85400 276.793
85500 342.557
85600 327.688
85700 298.295
85800 265.113
85900 286.743
86000 262.72
86100 296.67
86200 287.71
86300 339.347
86400 325.988
86500 334.152
86600 301.939
86700 339.126
86800 289.688
86900 305.068
87000 277.978
87100 284.76
87200 264.549
87300 257.658
87400 285.145
87500 313.99
87600 310.68
87700 323.635
87800 333.469
87900 293.637
88000 317.433
88100 296.326
88200 327.319
88300 277.462
88400 270.549
88500 334.246
88600 294.899
88700 306.506
88800 342.091
88900 336.496
89000 333.66
89100 378.568
89200 296.578
89300 322.035
89400 319.724
89500 236.791
89600 334.893
89700 266.274
89800 315.698
89900 338.503
90000 317.048
90100 323.355
90200 358.827
90300 307.994
90400 270.425
90500 279.532
90600 277.822
90700 281.573
90800 285.877
90900 323.766
91000 302.881
91100 318.661
91200 344.853
91300 308.574
91400 345.452
91500 300.826
91600 292.104
91700 319.595
91800 256.013
91900 286.117
92000 315.703
92100 278.389
92200 311.321
92300 325.191
92400 330.083
92500 293.347
92600 365.407
92700 294.364
92800 302.247
92900 278.251
93000 322.974
93100 267.459
93200 266.661
93300 310.42
93400 258.484
93500 272.366
93600 340.417
93700 292.269
93800 339.276
93900 327.865
94000 336.524
94100 284.377
94200 309.208
94300 287.286
94400 266.759
94500 278.625
94600 246.106
94700 284.193
94800 308.59
94900 292.212
95000 289.432
95100 290.27
95200 303.842
95300 332.739
95400 301.921
95500 334.088
95600 392.25
95700 274.867
95800 337.307
95900 266.389
96000 282.175
96100 310.351
96200 283.215
96300 293.475
96400 351.969
96500 297.336
96600 358.201
96700 312.909
96800 316.869
96900 314.95
97000 320.142
97100 291.627
97200 353.897
97300 270.817
97400 325.235
97500 279.474
97600 286.809
97700 248.359
97800 257.938
97900 305.951
98000 322.56
98100 270.885
98200 386.02
98300 286.011
98400 324.225
98500 319.198
98600 289.414
98700 296.312
98800 309.984
98900 260.94
99000 272.413
99100 288.395
99200 278.029
99300 286.891
99400 311.88
99500 321.701
99600 343.369
99700 319.52
99800 339.344
99900 312.384
100000 315.796
100100 297.921
100200 308.745
100300 298.107
100400 252.03
100500 314.42
100600 298.301
100700 298.352
100800 339.517
100900 309.56
101000 367.814
101100 322.063
101200 287.55
101300 332.127
101400 291.657
101500 305.201
101600 270.479
101700 281.34
101800 309.499
101900 308.86
102000 286.603
102100 348.248
102200 294.371
102300 297.883
102400 322.591
102500 324.071
102600 277.647
102700 333.538
102800 289.911
102900 281.499
103000 283.511
103100 242.003
103200 292.033
103300 320.908
103400 294.239
103500 329.55
103600 342.612
103700 292.915
103800 309.343
103900 306.33
104000 281.135
104100 274.836
104200 285.004
104300 280.106
104400 300.37
104500 292.79
104600 330.314
104700 351.439
104800 300.669
104900 380.523
105000 292.426
105100 296.299
105200 285.502
105300 274.447
105400 298.341
105500 292.538
105600 285.973
105700 308.82
105800 329.02
105900 317.167
106000 299.436
106100 355.787
106200 308.617
106300 343.448
106400 299.799
106500 297.395
106600 247.932
106700 310.859
106800 257.823
106900 298.282
107000 328.586
107100 339.545
107200 331.158
107300 332.132
107400 311.584
107500 326.002
107600 292.823
107700 296.158
107800 356.16
107900 255.412
108000 315.803
108100 297.826
108200 308.326
108300 314.795
108400 356.671
108500 243.003
108600 381.906
108700 321.266
108800 332.622
108900 365.566
109000 346.15
109100 312.05
109200 276.752
109300 303.642
109400 304.867
109500 275.308
109600 304.365
109700 350.218
109800 345.685
