# Time-averaged data for fix myat5
# TimeStep c_Press[3]
0 3410.12
100 3517.8
200 3357.22
300 3636.68
400 3450.2
500 3362.92
600 3173.51
700 3585.49
800 3490.1
900 3299.24
1000 3314.39
1100 3419.12
1200 3312.3
1300 3708.38
1400 4262.92
1500 3149.71
1600 3519.23
1700 3183.98
1800 4163.81
1900 2980.41
2000 3169.69
2100 3603.45
2200 3070.51
2300 3146.04
2400 3224.27
2500 3523.35
2600 3576.37
2700 3600.51
2800 3161.07
2900 3534.45
3000 3613.97
3100 3338.99
3200 3384.44
3300 2957.45
3400 3084.45
3500 3309.12
3600 2909.46
3700 3590.14
3800 3689.75
3900 3796.82
4000 3519.19
4100 3290.97
4200 3997.57
4300 2641.41
4400 3089.82
4500 3081.96
4600 3839.83
4700 3263.61
4800 3903.15
4900 3912.53
5000 3413.15
5100 3399.18
5200 3542.29
5300 3607.84
5400 3366.82
5500 3809.43
5600 3564.53
5700 3401.87
5800 3381.03
5900 2935.77
6000 2988.37
6100 3152.56
6200 3098.9
6300 2774.93
6400 3654.53
6500 3586.57
6600 4250.21
6700 3056.89
6800 4421.75
6900 3667.71
7000 3224.36
7100 3485.01
7200 3396.77
7300 3238.11
7400 3372.96
7500 3231.18
7600 3505.77
7700 4054.4
7800 3970.62
7900 3762.21
8000 3111.08
8100 3743.04
8200 3651.25
8300 3041.92
8400 3335.1
8500 3952.24
8600 3660.96
8700 3915.27
8800 3516.34
8900 3612.01
9000 3274.35
9100 3844.7
9200 3302.34
9300 2897.05
9400 3258.79
9500 3766.18
9600 3694.23
9700 3186.16
9800 3517.34
9900 3553.84
10000 3813.7
10100 3115.56
10200 4161.15
10300 3374.5
10400 3550.2
10500 3581.19
10600 3782.13
10700 3835.54
10800 3621.47
10900 3958.23
11000 3836.94
11100 3426.94
11200 2897.54
11300 3893.58
11400 3802.7
11500 3240.83
11600 3436.78
11700 3294.88
11800 3578.72
11900 3739.35
12000 3331.63
12100 3904.94
12200 4081.44
12300 4202.77
12400 3400.38
12500 3860.8
12600 3671.59
12700 3628.88
12800 3327.59
12900 3459.04
13000 3425.67
13100 3750.81
13200 4228.73
13300 3567.26
13400 3611.88
13500 3999.43
13600 3669.72
13700 3323.5
13800 3122.33
13900 3595.37
14000 3119.29
14100 3259.26
14200 3601.7
14300 3552.48
14400 3188.48
14500 3358.06
14600 3914.53
14700 3544.2
14800 3861.93
14900 3270.16
15000 3346.39
15100 3849.77
15200 3541.03
15300 3407.91
15400 3705.24
15500 3354.23
15600 3090.9
15700 3586.77
15800 2977.42
15900 3702.25
16000 3104.11
16100 3599.12
16200 3776.74
16300 3444.41
16400 3274.36
16500 3704.74
16600 3748.81
16700 3207.06
16800 3393.16
16900 3596.16
17000 3201.14
17100 3000.65
17200 3310.53
17300 3555.68
17400 4442.78
17500 3858
17600 3676.97
17700 3561.64
17800 3540.48
17900 3013.85
18000 4362.79
18100 3331.56
18200 3212.26
18300 3295.7
18400 3703.19
18500 3799.26
18600 3431.86
18700 3658.35
18800 3486.66
18900 3611.39
19000 3660.61
19100 3600.09
19200 3695.19
19300 3534.83
19400 3108.15
19500 3607.08
19600 3269.06
19700 2971.31
19800 3132.66
19900 3535.36
20000 3184.39
20100 3097.7
20200 3587.03
20300 4292.72
20400 3763.1
20500 4104.04
20600 3176.75
20700 3645.57
20800 3756.96
20900 3196.25
21000 3020.24
21100 3004.59
21200 3533.17
21300 3618.82
21400 3526.58
21500 3059.98
21600 3706.06
21700 4078.68
21800 3594.98
21900 3217.49
22000 3262.41
22100 3562.24
22200 2951.81
22300 3377.67
22400 3791.24
22500 3448.5
22600 4813.53
22700 4573.87
22800 3260.04
22900 3840.59
23000 4473.4
23100 3736.78
23200 3596.21
23300 3797.9
23400 3719.97
23500 3864.73
23600 3481.05
23700 3175.99
23800 3678.6
23900 3846.82
24000 3252.96
24100 3970.49
24200 2880.96
24300 3622.79
24400 3408.37
24500 3493.77
24600 3682.37
24700 3457.84
24800 3186.53
24900 3011.88
25000 4055.44
25100 3516.53
25200 3026.07
25300 3218.48
25400 3411.1
25500 2894.88
25600 3539.3
25700 3518.51
25800 3887.94
25900 3903.39
26000 3325.16
26100 4116.84
26200 3515.11
26300 3140.01
26400 3312.8
26500 3563.97
26600 3058.35
26700 3213.48
26800 3549.43
26900 3794.34
27000 4127.07
27100 4189.64
27200 4068.6
27300 3701.83
27400 3431.37
27500 3734.88
27600 3510.79
27700 3336.68
27800 3490.8
27900 3286.34
28000 3667.01
28100 3582.28
28200 3413.96
28300 3745.83
28400 3560.46
28500 3223.21
28600 3662.33
28700 3052.34
28800 3465.18
28900 3316.68
29000 2651.64
29100 3089.1
29200 3050.6
29300 3940.83
29400 3823.23
29500 3449.63
29600 4451.4
29700 3434.21
29800 3402.78
29900 3876.05
30000 3222.76
30100 3147.47
30200 3164.44
30300 3936.13
30400 3363.47
30500 3589.34
30600 4309.62
30700 3512.67
30800 3712.02
30900 3009.66
31000 3298.46
31100 3702.09
31200 3583.75
31300 3678.06
31400 3260
31500 3184.96
31600 3471.72
31700 3000.54
31800 2816.65
31900 3671.39
32000 3436.78
32100 3940.22
32200 4084.44
32300 3348.62
32400 3707.2
32500 3643.07
32600 3414.12
32700 3726.78
32800 3538.78
