# Time-averaged data for fix myat4
# TimeStep c_Twater
0 330
100 335.432
200 343.762
300 331.542
400 318.915
500 318.048
600 287.999
700 339.331
800 316.873
900 321.169
1000 326.837
1100 332.451
1200 318.514
1300 367.588
1400 339.542
1500 317.376
1600 337.972
1700 340.73
1800 366.235
1900 317.32
2000 321.047
2100 326.329
2200 316.12
2300 311.086
2400 341.77
2500 339.737
2600 335.051
2700 351.666
2800 336.933
2900 342.041
3000 321.386
3100 320.423
3200 335.454
3300 315.303
3400 340.149
3500 313.266
3600 347.303
3700 358.372
3800 392.977
3900 341.072
4000 334.528
4100 332.199
4200 332.225
4300 337.933
4400 307.365
4500 316.44
4600 374.331
4700 340.762
4800 339.801
4900 380.365
5000 326.374
5100 330.272
5200 319.239
5300 322.794
5400 334.318
5500 319.287
5600 324.618
5700 322.441
5800 308.817
5900 289.597
6000 304.652
6100 303.772
6200 298.366
6300 306.293
6400 307.387
6500 341.413
6600 360.678
6700 330.874
6800 367.74
6900 319.628
7000 304.475
7100 297.519
7200 293.491
7300 331.595
7400 333.284
7500 343.157
7600 345.776
7700 376.964
7800 365.451
7900 303.787
8000 309.758
8100 305.072
8200 301.904
8300 304.823
8400 335.023
8500 336.7
8600 339.226
8700 348.875
8800 327.191
8900 310.71
9000 306.725
9100 318.473
9200 310.955
9300 298.966
9400 339.017
9500 331.178
9600 350.596
9700 312.895
9800 297.873
9900 326.565
10000 318.302
10100 307.02
10200 313.601
10300 336.307
10400 322.583
10500 316.647
10600 363.048
10700 381.124
10800 335.441
10900 332.412
11000 322.45
11100 324.705
11200 322.951
11300 349.456
11400 345.687
11500 324.617
11600 326.835
11700 318.967
11800 312.343
11900 342.114
12000 320.818
12100 336.342
12200 359.246
12300 347.983
12400 367.935
12500 362.7
12600 368.012
12700 359.115
12800 315.94
12900 323.532
13000 309.462
13100 327.28
13200 353.683
13300 325.965
13400 330.332
13500 352.566
13600 352.424
13700 356.407
13800 319.78
13900 336.08
14000 268.309
14100 296.653
14200 332.534
14300 335.968
14400 323.433
14500 337.486
14600 346.63
14700 345.156
14800 333.149
14900 351.013
15000 331.461
15100 330.321
15200 349.479
15300 346.125
15400 300.805
15500 317.412
15600 279.551
15700 353.653
15800 278.755
15900 349.109
16000 318.177
16100 312.913
16200 358.368
16300 329.317
16400 322.698
16500 350.839
16600 354.841
16700 323.628
16800 354.832
16900 344.784
17000 330.486
17100 301.502
17200 310.236
17300 320.232
17400 342.863
17500 348.464
17600 333.911
17700 351.973
17800 359.425
17900 324.884
18000 345.6
18100 317.929
18200 325.083
18300 308.012
18400 357.533
18500 289.398
18600 330.485
18700 320.204
18800 311.888
18900 323.345
19000 345.358
19100 347.937
19200 341.33
19300 350.041
19400 326.537
19500 324.003
19600 307.94
19700 322.127
19800 332.539
19900 325.86
20000 289.932
20100 310.692
20200 318.107
20300 334.171
20400 315.147
20500 332.749
20600 336.192
20700 388.188
20800 337.561
20900 323.678
21000 333.061
21100 325.368
21200 312.06
21300 317.533
21400 291.429
21500 298.722
21600 305.358
21700 345.004
21800 333.155
21900 332.814
22000 344.886
22100 320.513
22200 291.735
22300 320.441
22400 322.805
22500 344.159
22600 364.085
22700 381.174
22800 300.609
22900 338.068
23000 337.916
23100 319.385
23200 348.974
23300 316.448
23400 325.985
23500 320.721
23600 346.061
23700 348.858
23800 297.455
23900 317.168
24000 328.591
24100 339.306
24200 331.634
24300 333.109
24400 359.57
24500 325.11
24600 325.677
24700 335.687
24800 319.968
24900 314.41
25000 344.261
25100 347.986
25200 322.917
25300 312.559
25400 305.969
