#step pe ke etotal temp press vol
0 -1811.5909269166013473 8.8801719615000003216 -1802.7107549551012653 280.40816326530608649 3534.9741794311566991 2683.2073089264999908
1000 -1812.6932067280304182 8.807159544851996813 -1803.8860471831783343 278.10265862681598037 3505.9097639279948453 2683.2073089264999908
2000 -1812.9175237942463355 9.4319619402945953368 -1803.4855618539518218 297.83197162541569014 3754.6279582053102786 2683.2073089264999908
3000 -1811.6481924677284496 9.3803769373946987997 -1802.2678155303337917 296.20307795332149681 3734.0932597684331995 2683.2073089264999908
4000 -1812.5863670448543417 9.5653058500383174589 -1803.0210611948159567 302.04255684560729378 3807.7088309600344473 2683.2073089264999908
5000 -1811.0292054414080667 8.0391567550607145876 -1802.9900486863473361 253.85152333330219676 3200.187077091118681 2683.2073089264999908
6000 -1811.541103815913857 9.1430656302757409293 -1802.3980381856381427 288.70952624736156622 3639.6255685131754944 2683.2073089264999908
7000 -1811.5373506022788206 9.2117705417387920619 -1802.3255800605400054 290.87901329267833717 3666.9752740228154835 2683.2073089264999908
8000 -1811.9742670030875615 8.0117855256098930994 -1803.9624814774776951 252.98722518571071305 3189.2912757724698167 2683.2073089264999908
9000 -1812.253965343890286 8.709098140182975456 -1803.5448672037073266 275.00618498985596716 3466.8739732916628782 2683.2073089264999908
10000 -1812.722009248249833 9.2343748895905832796 -1803.4876343586593066 291.59278817118422467 3675.9734990960905634 2683.2073089264999908
11000 -1812.713651729375897 8.4718276724834407077 -1804.241824056892483 267.51392286552112409 3372.4225391870318163 2683.2073089264999908
12000 -1812.7058589034968463 8.7155239921255986957 -1803.990334911371292 275.20909337366407499 3469.4319441053476112 2683.2073089264999908
13000 -1811.9484764500450638 9.3136147261329114144 -1802.6348617239120813 294.09493532763684698 3707.5168945814366452 2683.2073089264999908
14000 -1811.6612670255826743 8.6484393477319887467 -1803.012827677850737 273.09076931425687462 3442.7272263593558819 2683.2073089264999908
15000 -1812.7004453019528682 9.3748626831668868675 -1803.3255826187860293 296.02895498515124473 3731.8981731869284886 2683.2073089264999908
16000 -1812.8456267217356981 8.6591796241568150805 -1804.1864470975788208 273.42991378108752087 3447.0026615656020113 2683.2073089264999908
17000 -1812.9177115473435151 9.0061458409440540152 -1803.9115657063994149 284.38602589087906836 3585.1212276018636658 2683.2073089264999908
18000 -1812.4259124430391239 8.4834013139425366035 -1803.9425111290966015 267.87938240368174547 3377.029716153568188 2683.2073089264999908
19000 -1812.3919929627336387 8.7991719827938759124 -1803.5928209799396882 277.85043630326237007 3502.73011540829566 2683.2073089264999908
20000 -1812.5369429308875624 8.8766630945211435488 -1803.6602798363664988 280.29736417842474339 3533.5773873168723185 2683.2073089264999908
21000 -1811.9332161936290504 8.4990631304873520691 -1803.4341530631415935 268.37393377383199322 3383.2642932911430762 2683.2073089264999908
22000 -1812.7582378763631823 8.8592109701424242019 -1803.8990269062207972 279.74628046480626153 3526.6301334435843273 2683.2073089264999908
23000 -1812.1256202050003594 9.1208908276791955672 -1803.004729377321155 288.00931506971477347 3630.7983346541218452 2683.2073089264999908
24000 -1811.0615750036317877 8.7612683583194321812 -1802.3003066453122756 276.65355793580994259 3487.6416312657679555 2683.2073089264999908
25000 -1812.2863967041103024 8.4301534814728018574 -1803.8562432226374312 266.19798175452416444 3355.8330868870111772 2683.2073089264999908
26000 -1811.4506920132448613 8.5405542129681215613 -1802.9101378002767433 269.6840928879531134 3399.7808546687897433 2683.2073089264999908
27000 -1812.2672072747432139 8.1915402229574247883 -1804.0756670517857856 258.66331847985657078 3260.8471213698171596 2683.2073089264999908
28000 -1811.8786134588053756 8.7321407011733320758 -1803.1464727576319547 275.73379727397025363 3476.0466400465447805 2683.2073089264999908
29000 -1812.2009687675026726 9.0694662555423413153 -1803.1315025119604343 286.38548730127547515 3610.327499688289663 2683.2073089264999908
30000 -1812.2492026726627046 8.8789560767068351765 -1803.3702465959559049 280.36976941177806566 3534.4901661296535167 2683.2073089264999908
31000 -1812.7159713519338311 9.5550189190695711261 -1803.1609524328641783 301.71772761582559497 3803.6138612322229164 2683.2073089264999908
32000 -1812.0208734136685962 8.9718174146059439522 -1803.0490559990626025 283.30204114159818118 3571.455940347086198 2683.2073089264999908
33000 -1811.2280677312971875 9.1478319232479083922 -1802.0802358080493377 288.86003092944480386 3641.522910440929536 2683.2073089264999908
34000 -1812.3740723528280796 9.7603819770456645699 -1802.6136903757824257 308.2024531525927955 3885.3637541962198156 2683.2073089264999908
35000 -1812.8342303881217958 9.7613840998234149282 -1803.0728462882984786 308.2340970676761458 3885.7626741900362504 2683.2073089264999908
36000 -1811.9511086354973486 8.6414887094313321825 -1803.3096199260660342 272.8712898122992101 3439.9603512323978975 2683.2073089264999908
37000 -1813.4655033049111807 8.801319697720360935 -1804.6641836071908074 277.91825444916810284 3503.585066961353732 2683.2073089264999908
38000 -1811.7840389948250959 7.9551294757832380355 -1803.828909519041872 251.19820365114614447 3166.7379204867729641 2683.2073089264999908
39000 -1812.4803624933692845 8.8765717889378858985 -1803.6037907044315034 280.29448103257936964 3533.5410408496354648 2683.2073089264999908
40000 -1813.2230145878847907 8.9272866676597324442 -1804.2957279202250902 281.89589889411070089 3553.7293646311973134 2683.2073089264999908
41000 -1812.535710061329155 9.0485796841290522252 -1803.4871303772001738 285.72595445075165799 3602.0130784177422356 2683.2073089264999908
42000 -1811.9136339758779286 8.5052243863629239939 -1803.4084095895150313 268.56848703822453217 3385.7169350336052958 2683.2073089264999908
43000 -1811.9422515979940727 10.038070077505715005 -1801.9041815204884642 316.97097819334902624 3995.904436214245834 2683.2073089264999908
44000 -1812.0478375553786918 9.0906482160684802807 -1802.9571893393101618 287.05434761966165524 3618.7595079708171397 2683.2073089264999908
45000 -1811.9914464958826557 8.3471259672350903713 -1803.6443205286475404 263.57623153743173816 3322.7819117200060646 2683.2073089264999908
