# Time-averaged data for fix myat1
# TimeStep c_Tmobile
0 310
100 296.143
200 315.514
300 317.131
400 366.407
500 273.429
600 330.367
700 301.438
800 318.102
900 289.42
1000 292.83
1100 285.823
1200 288.929
1300 310.368
1400 295.562
1500 376.03
1600 275.94
1700 392.35
1800 351.319
1900 298.611
2000 325.128
2100 323.683
2200 271.826
2300 309.946
2400 308.848
2500 302.979
2600 353.216
2700 281.805
2800 371.855
2900 329.223
3000 324.112
3100 321.527
3200 304.572
3300 313.971
3400 269.093
3500 303.869
3600 276.888
3700 329.6
3800 322.083
3900 335.436
4000 363.836
4100 339.109
4200 386.41
4300 304.813
4400 311.382
4500 326.636
4600 295.303
4700 317.277
4800 310.79
4900 310.872
5000 268.47
5100 305.72
5200 281.124
5300 242.845
5400 285.318
5500 288.8
5600 295.586
5700 311.272
5800 306.825
5900 362.814
6000 282.24
6100 279.294
6200 324.707
6300 311.632
6400 313.471
6500 322.38
6600 337.539
6700 319.816
6800 291.039
6900 302.283
7000 267.122
7100 292.547
7200 285.211
7300 331.307
7400 365.372
7500 330.914
7600 327.938
7700 314.009
7800 302.543
7900 303.406
8000 239.678
8100 288.139
8200 243.275
8300 241.582
8400 298.993
8500 289.354
8600 317.364
8700 331.312
8800 311.245
8900 359.311
9000 311.017
9100 318.515
9200 330.357
9300 258.697
9400 283.498
9500 310.672
9600 285.737
9700 296.626
9800 348.391
9900 311.178
10000 372.951
10100 378.928
10200 283.661
10300 364.185
10400 314.895
10500 293.928
10600 264.235
10700 308.66
10800 315.776
10900 319.459
11000 303.285
11100 355.243
11200 366.578
11300 304.124
11400 394.047
11500 317.361
11600 281.833
11700 318.221
11800 301.398
11900 307.598
12000 307.711
12100 310.165
12200 287.773
12300 338.567
12400 228.273
12500 339.167
12600 277.288
12700 308.958
12800 337.317
12900 320.98
13000 349.299
13100 330.231
13200 297.901
13300 355.862
13400 287.372
13500 292.831
13600 287.658
13700 280.055
13800 304.094
13900 295.238
14000 297.426
14100 366.886
14200 336.486
14300 325.972
14400 329.718
14500 357.522
14600 273.799
14700 318.96
14800 281.09
14900 330.137
15000 290.671
15100 261.136
15200 371.265
15300 337.921
15400 323.947
15500 344.446
15600 382.861
15700 325.803
15800 363.236
15900 278.818
16000 337.664
16100 281.793
16200 291.053
16300 354.773
16400 288.28
16500 311.4
16600 319.904
16700 380.504
16800 297.27
16900 310.299
17000 378.29
17100 268.855
17200 316.171
17300 278.428
17400 296.714
17500 271.191
17600 309.751
17700 264.443
17800 349.97
17900 270.356
18000 306.503
18100 316.37
18200 307.747
18300 323.346
18400 321.278
18500 306.002
18600 280.183
18700 307.357
18800 255.067
18900 268.137
19000 296.208
19100 286.468
19200 351.668
19300 322.857
19400 342.748
19500 309.906
19600 279.788
19700 306.916
19800 340.197
19900 239.07
20000 285.001
20100 281.539
20200 274.998
20300 333.222
20400 257.918
20500 376.237
20600 363.259
20700 311.157
20800 290.437
20900 353.055
21000 279.755
21100 276.817
21200 323.107
21300 263.216
21400 270.206
21500 313.75
21600 359.019
21700 317.034
21800 309.839
21900 352.423
22000 319.296
22100 311.913
22200 294.964
22300 296.963
22400 265.421
22500 320.383
22600 280.041
22700 379.011
22800 291.376
22900 415.081
23000 314.325
23100 345.959
23200 302.749
23300 299.23
23400 285.859
23500 308.351
23600 264.679
23700 333.622
23800 321.105
23900 324.98
24000 340.933
24100 370.929
24200 307.335
24300 352.207
24400 299.21
24500 334.103
24600 354.27
24700 291.578
24800 261.793
24900 343.141
25000 253.656
25100 282.624
25200 320.06
25300 281.982
25400 359.277
25500 324.37
25600 321.141
25700 342.109
25800 339.493
25900 270.523
26000 304.681
26100 274.579
26200 298.882
26300 284.764
26400 302.093
26500 324.15
26600 292.331
26700 308.449
26800 325.422
26900 333.502
27000 257.464
27100 306.3
27200 294.881
27300 282.216
27400 260.058
27500 312.973
27600 281.169
27700 301.254
27800 318.896
27900 330.451
28000 363.815
28100 278.387
28200 311.029
28300 332.722
28400 286.296
28500 277.889
28600 296.278
28700 234.234
28800 277.215
28900 217.486
29000 291.519
29100 290.896
29200 280.29
29300 305.558
29400 339.931
29500 310.829
29600 308.941
29700 322.525
29800 324.263
29900 316.079
30000 280.366
30100 321.39
30200 262.879
30300 292.973
30400 268.174
30500 299.563
30600 325.475
30700 316.142
30800 328.834
30900 320.752
31000 366.707
31100 302.14
31200 337.79
31300 321.155
31400 276.719
31500 321.468
31600 314.218
31700 245.725
31800 336.28
31900 324.972
32000 304.757
32100 322.943
32200 418.906
32300 364.068
32400 319.714
32500 365.507
32600 334.76
32700 278.067
32800 349.284
32900 298.927
33000 307.415
33100 300.109
33200 275.281
33300 319.789
33400 312.319
33500 318.353
33600 366.161
33700 350.939
33800 330.82
33900 317.234
34000 353.092
34100 323.409
34200 259.284
34300 358.281
34400 313.666
34500 252.308
34600 331.739
34700 325.521
34800 292.481
