# Time-averaged data for fix myat5
# TimeStep c_Press[3]
0 3410.12
100 3545.02
200 3303.61
300 3494.97
400 3374.29
500 3466.71
600 3149.23
700 3856.45
800 3922.2
900 3518.84
1000 3371.65
1100 3124.29
1200 3531.17
1300 3414.5
1400 3077.06
1500 3450.23
1600 3420.11
1700 3169.08
1800 3503.52
1900 3664.25
2000 3466.02
2100 3735.16
2200 2733.51
2300 3104.83
2400 3243.25
2500 3408.39
2600 3161.91
2700 3423.55
2800 3239.68
2900 3664.59
3000 3590.46
3100 3575.74
3200 3516.71
3300 3288.34
3400 3623.96
3500 3567.85
3600 2958.3
3700 3404.02
3800 3517.41
3900 3852.67
4000 3936.2
4100 3549.43
4200 3546.97
4300 3336.81
4400 3671.2
4500 3797.31
4600 3407.82
4700 3821.56
4800 3185.8
4900 3166.79
5000 2828.4
5100 3224.16
5200 3182.36
5300 3029.06
5400 3385.02
5500 3397.3
5600 3223.44
5700 4120
5800 4041.76
5900 3788.33
6000 4066.26
6100 3328.06
6200 3554.05
6300 3996.5
6400 3841.69
6500 4212.36
6600 3918.65
6700 3396.68
6800 3304.58
6900 3855.71
7000 3855.93
7100 3686.11
7200 3322.46
7300 3954.74
7400 3428.96
7500 3513.21
7600 3849.69
7700 3607.36
7800 3670.91
7900 3448.1
8000 3064.06
8100 4059.59
8200 3312.2
8300 3466.67
8400 3539.39
8500 3671.83
8600 3457.76
8700 3206.26
8800 3695.94
8900 3442.09
9000 3803.85
9100 4093.4
9200 3446.64
9300 3886.67
9400 3765.55
9500 3930.4
9600 3151.65
9700 3956.56
9800 3317.79
9900 3339.59
10000 3558.69
10100 4404.3
10200 4038.3
10300 4263.57
10400 3957.7
10500 3832.27
10600 3817.44
10700 3067.62
10800 3369.69
10900 3388.71
11000 2870.84
11100 3643.04
11200 3747.11
11300 3276.71
11400 3884.2
11500 3366.23
11600 3341.11
11700 4234.82
11800 3132.67
11900 3681.19
12000 3597.43
12100 3554.11
12200 3604.18
12300 3227.69
12400 3146.02
12500 3625.16
12600 3040.12
12700 3654.54
12800 3583.29
12900 3746.49
13000 4128.12
13100 3940.76
13200 3656.59
13300 3962.78
13400 3798.61
13500 3618.29
13600 3367.53
13700 3589.44
13800 3215.82
13900 3555.8
14000 3432.01
14100 3599.28
14200 3726.05
14300 3581.88
14400 3462.61
14500 4181.92
14600 3337.17
14700 3871.69
14800 3583.85
14900 3373.41
15000 4138.96
15100 3492.19
15200 3999.05
15300 4311.29
15400 4356.23
15500 4234.15
15600 3455.03
15700 3609.78
15800 3765.71
15900 3564.19
16000 3886.64
16100 3668.97
16200 3811.01
16300 4076.39
16400 3851
16500 3973.35
16600 3657.66
16700 3923.91
16800 3823.73
16900 4222.15
17000 3941.87
17100 3254.94
17200 3147.41
17300 3110.6
17400 3516.97
17500 3793.01
17600 3465.69
17700 3326.1
17800 3659.41
17900 3524.54
18000 3727.34
18100 3178.82
18200 3671.01
18300 3333.93
18400 3868.95
18500 3058.02
18600 3225.39
18700 3577.38
18800 3443.51
18900 3091.41
19000 3753.26
19100 3746.74
19200 3720.3
19300 3792.71
19400 3978.11
19500 3743.04
19600 3030.49
19700 3495.33
19800 3721.13
19900 3240.65
20000 3687.36
20100 3961.99
20200 3447.98
20300 3925.67
20400 3200.92
20500 3809.22
20600 3790.76
20700 2915.34
20800 3453.65
20900 3233.71
21000 3600.06
21100 3731.93
21200 3759.03
21300 3373
21400 3057.47
21500 3558.62
21600 3493.58
21700 3851.52
21800 3539.75
21900 3774.31
22000 3000.16
22100 3147.9
22200 3439.44
22300 3506.41
22400 3086.94
22500 3743.36
22600 3282.19
22700 3816.01
22800 4339.28
22900 3428.64
23000 3545.95
23100 3550.62
23200 3018.05
23300 3646.36
23400 3346.28
23500 3272.03
23600 3501.98
23700 3531.83
23800 3628.07
23900 3511.84
24000 3516.91
24100 3241.91
24200 3320.84
24300 3384.32
24400 3835.62
24500 3478.15
24600 3271.15
24700 3142.23
24800 3331.11
24900 3351.11
25000 3445.52
25100 3216.26
25200 3510.26
25300 3094.57
25400 2909.18
25500 3436.99
25600 3343.1
25700 3671.07
25800 3784.84
25900 3443.44
26000 3605.3
26100 3693.85
26200 3865.69
26300 3394.94
26400 3289.16
26500 3227.5
26600 3434.41
26700 3160.72
26800 3805.96
26900 2966.27
27000 2974.94
27100 3669
27200 4021.93
27300 3634.37
27400 3369.57
27500 4127.99
27600 3305.05
27700 3692.18
27800 3438.97
27900 3555.37
28000 3258.13
28100 3470.96
28200 3392.99
28300 3159.04
28400 3236.84
28500 3573.63
28600 3713.39
28700 3754.38
28800 3908.47
28900 3542.47
29000 3825.46
29100 3531.86
29200 3452.53
29300 3698.16
29400 3194.02
29500 3249.58
29600 3001.15
29700 4115.12
29800 3304.89
29900 3529.97
30000 3575.62
30100 3364.06
30200 3480.75
30300 3466.69
30400 2970.25
30500 3481.98
30600 4071.35
30700 3753.93
30800 3986.29
30900 4370.9
31000 4274.95
31100 3950.85
31200 3578.52
31300 3972.77
31400 3516.31
31500 4327.25
31600 3501.78
31700 3830.44
31800 3451.89
31900 3647.05
32000 3456.56
32100 3283.04
32200 4139.58
32300 3825.21
32400 3439.7
32500 3708.28
32600 3547.18
32700 3691.74
32800 3524.7
32900 3681.48
33000 3458.96
33100 4018.09
33200 3695.36
33300 3917.72
33400 3785.66
33500 3337
33600 2980.54
33700 3256.88
33800 3743.19
33900 3492.54
34000 3617.42
34100 3609.15
34200 3168.92
34300 3593
34400 2893.94
34500 3331.61
34600 3841.62
34700 3949.4
34800 3404.58
34900 3729.64
35000 3936.05
35100 3760.53
35200 3635.49
35300 3572.3
35400 3103.06
35500 3823.82
35600 3845.13
35700 3174.75
35800 3817.6
35900 4000.88
36000 3472.73
36100 3118.11
36200 4298.68
36300 3690.29
36400 3986.12
36500 3771.93
36600 4009.78
36700 3407.51
36800 3740.25
36900 3495.32
37000 3579.1
37100 3606.87
37200 3678.91
37300 4187.72
37400 3384.7
37500 3936.5
37600 4218.08
37700 3861.92
37800 3721.79
37900 3513.62
38000 3509.2
38100 3677.38
38200 3788.13
38300 3613.49
38400 3393.48
38500 3127.99
38600 3331.59
38700 3793.99
38800 3344.71
38900 3391.31
39000 3829.29
39100 3652.17
39200 3366.29
39300 3473.73
39400 3984.23
39500 3411.28
39600 3599.16
39700 3533.68
39800 3238.18
39900 3799.11
40000 4192.4
40100 3524.89
40200 4294.33
40300 3535.89
40400 4027.16
