# Time-averaged data for fix myat2
# TimeStep c_Tsurface_inf
0 309.409
100 314.59
200 339.383
300 336.607
400 293.084
500 301.59
600 344.112
700 329.951
800 316.025
900 286.883
1000 283.203
1100 276.903
1200 355.942
1300 304.179
1400 359.779
1500 391.887
1600 323.845
1700 498.784
1800 314.502
1900 335.058
2000 344.375
2100 430.214
2200 402.693
2300 288.749
2400 385.542
2500 339.765
2600 462.289
2700 330.905
2800 526.536
2900 435.743
3000 401.942
3100 345.868
3200 424.548
3300 379.907
3400 342.126
3500 384.318
3600 334.021
3700 305.372
3800 425.311
3900 362.184
4000 474.726
4100 378.607
4200 440.929
4300 281.846
4400 285.671
4500 352.596
4600 297.152
4700 395.545
4800 236.948
4900 405.117
5000 236.492
5100 380.151
5200 357.182
5300 271.009
5400 408.645
5500 434.82
5600 316.452
5700 424.8
5800 325.118
5900 346.247
6000 173.137
6100 289.986
6200 242.586
6300 301.045
6400 334.177
6500 427.403
6600 411.636
6700 381.886
6800 362.513
6900 313.267
7000 377.062
7100 299.303
7200 443.013
7300 397.909
7400 415.819
7500 390.833
7600 473.227
7700 398.492
7800 323.192
7900 400.261
8000 276.002
8100 285.785
8200 324.1
8300 277.654
8400 486.179
8500 347.901
8600 453.194
8700 373.795
8800 399.967
8900 482.648
9000 360.45
9100 502.535
9200 539.823
9300 270.384
9400 368.759
9500 389.172
9600 343.402
9700 378.811
9800 431.008
9900 364.907
10000 388.624
10100 449.439
10200 302.3
10300 442.04
10400 350.475
10500 321.828
10600 337.201
10700 295.935
10800 433.584
10900 339.844
11000 380.077
11100 401.66
11200 370.31
11300 339.563
11400 477.996
11500 318.704
11600 309.33
11700 391.659
11800 306.962
11900 318.202
12000 314.017
12100 349.998
12200 298.601
12300 410.219
12400 284.357
12500 394.267
12600 309.494
12700 377.619
12800 373.134
12900 370.474
13000 501.551
13100 353.089
13200 321.972
13300 299.965
13400 363.528
13500 267.214
13600 352.716
13700 266.967
13800 318.785
13900 384.159
14000 310.952
14100 404.542
14200 377.976
14300 429.431
14400 418.823
14500 351.533
14600 348.183
14700 370.426
14800 317.485
14900 420.841
15000 341.131
15100 283.902
15200 391.043
15300 368.047
15400 305.175
15500 466.713
15600 430.467
15700 313.062
15800 543.25
15900 254.405
16000 410.522
16100 358.805
16200 427.707
16300 479.803
16400 267.968
16500 347.3
16600 378.844
16700 361.687
16800 280.042
16900 341.886
17000 351.244
17100 231.803
17200 360.599
17300 290.08
17400 341.252
17500 350.216
17600 351.817
17700 344.205
17800 421.847
17900 323.417
18000 360.067
18100 305.411
18200 381.643
18300 427.635
18400 289.728
18500 454.638
18600 372.762
18700 402.607
18800 315.954
18900 301.02
19000 467.508
19100 311.678
19200 489.121
19300 410.93
19400 328.306
19500 288.153
19600 313.28
19700 323.959
19800 404.467
19900 267.62
20000 361.567
20100 375.223
20200 318.249
20300 386.309
20400 329.92
20500 416.957
20600 437.021
20700 429.552
20800 290.948
20900 491.164
21000 296.824
21100 403.765
21200 395.674
21300 274.794
21400 342.852
21500 355.585
21600 419.446
21700 350.999
21800 316.928
21900 436.134
22000 317.206
22100 408.952
22200 404.97
22300 305.366
22400 322.799
22500 367.944
22600 314.556
22700 440.849
22800 346.927
22900 567.294
23000 343.883
23100 437.99
23200 319.756
23300 423.528
23400 375.899
23500 352.042
23600 377.907
23700 399.841
23800 479.328
23900 330.915
24000 581.078
24100 431.541
24200 455.76
24300 511.833
24400 324.352
24500 474.633
24600 401.337
24700 433.705
24800 368.973
24900 504.863
25000 215.818
25100 406.429
25200 419.923
25300 392.568
25400 455.31
25500 386.069
25600 451.718
25700 315.236
25800 539.198
25900 284.3
26000 450.643
26100 338.067
26200 385.468
26300 359.581
26400 393.201
26500 350.303
26600 308.557
26700 466.506
26800 343.894
26900 553.997
27000 283.437
27100 452.236
27200 347.753
27300 347.525
27400 335.778
27500 391.178
27600 293.245
27700 369.393
27800 358.654
27900 342.562
28000 490.41
28100 348.467
28200 419.233
28300 466.304
28400 476.087
28500 375.418
28600 423.2
28700 284.736
28800 372.832
