# Time-averaged data for fix myat4
# TimeStep c_Twater
0 330
100 339.384
200 344.581
300 328.467
400 308.314
500 306.964
600 284.096
700 334.393
800 316.471
900 329.487
1000 322.408
1100 320.446
1200 360.933
1300 344.696
1400 323.202
1500 333.29
1600 306.804
1700 310.566
1800 305.001
1900 324.103
2000 316.431
2100 350.692
2200 329.608
2300 373.929
2400 355.234
2500 337.23
2600 371.764
2700 337.543
2800 325.55
2900 287.191
3000 323.304
3100 319.14
3200 308.676
3300 303.027
3400 337.504
3500 309.086
3600 334.27
3700 354.875
3800 365.669
3900 343.228
4000 318.889
4100 310.33
4200 321.208
4300 281.618
4400 300.961
4500 314.29
4600 297.031
4700 331.956
4800 338.747
4900 351.485
5000 337.283
5100 312.563
5200 330.845
5300 286.845
5400 313.393
5500 308.141
5600 323.762
5700 329.617
5800 288.733
5900 309.539
6000 305.7
6100 314.579
6200 334.301
6300 335.651
6400 333.152
6500 363.615
6600 302.373
6700 296.095
6800 315.127
6900 340.174
7000 278.647
7100 294.009
7200 302.053
7300 332.991
7400 321.095
7500 323.067
7600 324.929
7700 335.981
7800 324.707
7900 325.958
8000 377.921
8100 351.324
8200 343.646
8300 347.539
8400 353.938
8500 331.247
8600 344.242
8700 357.774
8800 331.371
8900 302.527
9000 338.934
9100 301.861
9200 294.876
9300 302.767
9400 350.223
9500 360.697
9600 346.978
9700 385.777
9800 338.643
9900 312.048
10000 312.563
10100 288.223
10200 318.75
10300 314.369
10400 351.324
10500 350.377
10600 343.73
10700 339.776
10800 382.696
10900 318.377
11000 325.728
11100 308.609
11200 294.202
11300 304.328
11400 337.571
11500 321.601
11600 327.481
11700 363.989
11800 347.978
11900 316.532
12000 332.026
12100 308.954
12200 327.578
12300 293.698
12400 323.993
12500 307.688
12600 315.714
12700 353.792
12800 340.346
12900 376.3
13000 373.053
13100 320.065
13200 329.603
13300 341.496
13400 329.122
13500 340.11
13600 331.203
13700 328.258
13800 328.778
13900 311.849
14000 310.733
14100 304.175
14200 316.849
14300 316.536
14400 302.878
14500 334.632
14600 330.733
14700 349.477
14800 340.755
14900 327.647
15000 321.595
15100 311.599
15200 351.872
15300 333.484
15400 340.668
15500 357.493
15600 368.966
15700 323.996
15800 334.3
15900 297.378
16000 337.923
16100 314.311
16200 326.37
16300 302.691
16400 372.261
16500 369.427
16600 339.812
16700 335.97
16800 369.205
16900 324.38
17000 302.322
17100 337.567
17200 333.243
17300 311.194
17400 333.765
17500 327.243
17600 335.391
17700 373.024
17800 341.67
17900 313.245
18000 347.006
18100 293.418
18200 315.217
18300 324.664
18400 320.399
18500 333.39
18600 336.393
18700 367.879
18800 335.229
18900 348.055
19000 349.141
19100 324.56
19200 312.392
19300 318.663
19400 322.586
19500 302.183
19600 320.427
19700 287.2
19800 335.528
19900 328.099
20000 394.897
20100 342.559
20200 339.062
20300 303.456
20400 321.385
20500 318.986
20600 326.128
20700 339.542
20800 373.628
20900 357.319
21000 318.781
21100 345.461
21200 350.927
21300 328.809
21400 328.571
21500 309.026
