# Time-averaged data for fix myat2
# TimeStep c_Tsurface_inf
0 309.409
100 312.426
200 343.782
300 334.463
400 286.775
500 294.697
600 335.635
700 309.466
800 327.272
900 266.972
1000 266.775
1100 326.344
1200 345.669
1300 365.718
1400 374.927
1500 431.464
1600 364.215
1700 400.204
1800 314.003
1900 329.05
2000 266.532
2100 388.153
2200 320.67
2300 258.376
2400 421.965
2500 317.55
2600 449.777
2700 348.388
2800 421.397
2900 360.282
3000 307.253
3100 316.55
3200 391.158
3300 262.571
3400 309.998
3500 397.147
3600 279.953
3700 394.411
3800 405.258
3900 304.713
4000 337.774
4100 398.341
4200 188.31
4300 246.118
4400 291.527
4500 234.157
4600 392.28
4700 235.795
4800 371.907
4900 332.376
5000 223.279
5100 370.33
5200 473.484
5300 278.005
5400 390.499
5500 345.306
5600 305.219
5700 324.473
5800 313.279
5900 387.107
6000 274.101
6100 298.947
6200 319.665
6300 275.105
6400 311.91
6500 366.117
6600 258.023
6700 376.748
6800 313.935
6900 279.429
7000 340.853
7100 269.43
7200 301.045
7300 330.918
7400 369.797
7500 438.171
7600 312.895
7700 441.512
7800 318.844
7900 299.12
8000 277.388
8100 267.999
8200 313.316
8300 342.901
8400 282.867
8500 340.239
8600 324.153
8700 323.821
8800 468.138
8900 343.503
9000 423.711
9100 429.533
9200 253.347
9300 299.226
9400 368.7
9500 300.729
9600 334.296
9700 236.589
9800 392.899
9900 266.864
10000 249.743
10100 477.647
10200 271.062
10300 311.217
10400 381.702
10500 385.337
10600 312.406
10700 452.348
10800 347.298
10900 461.111
11000 379.446
11100 469.15
11200 367.444
11300 382.389
11400 431.172
11500 273.387
11600 365.149
11700 215.708
11800 351.827
11900 225.34
12000 260.646
12100 306.471
12200 261.534
12300 343.388
12400 383.086
12500 321.832
12600 398.301
12700 370.662
12800 267.962
12900 451.825
13000 289.129
13100 296.766
13200 341.846
13300 336.18
13400 338.03
13500 368.229
13600 291.925
13700 432.548
13800 308.607
13900 429.295
14000 457.312
14100 332.384
14200 374.612
14300 367.826
14400 305.87
14500 377.803
14600 360.542
14700 263.916
14800 372.909
14900 278.859
15000 324.85
15100 285.295
15200 302.997
15300 430.739
15400 395.278
15500 377.186
15600 373.256
15700 460.139
15800 235.306
15900 462.775
16000 279.154
16100 321.702
16200 386.043
16300 290.082
16400 374.219
16500 370.468
16600 321.987
16700 394.182
16800 441.133
16900 437.335
17000 413.477
17100 460.104
17200 326.318
17300 377.761
17400 290.149
17500 372.873
17600 359.607
17700 406.711
17800 490.771
17900 284.896
18000 396.047
18100 417.845
18200 260.321
18300 420.268
18400 361.189
18500 345.857
18600 317.155
18700 282.278
18800 366.026
18900 278.835
19000 309.865
19100 445.914
19200 412.382
19300 341.372
19400 559.708
19500 355.185
19600 513.441
19700 525.478
19800 326.263
19900 565.424
20000 388.614
20100 268.368
20200 458.031
20300 311.07
20400 319.693
20500 448.793
20600 469.345
20700 341.375
20800 432.614
20900 433.404
21000 384.573
21100 406.394
21200 424.445
21300 376.352
21400 422.154
21500 354.941
21600 437.913
21700 375.811
21800 302.967
21900 400.357
22000 395.788
22100 342.269
22200 414.965
22300 350.4
22400 435.282
22500 416.206
22600 347.464
22700 353.64
22800 233.434
22900 430.585
23000 266.103
23100 363.208
23200 345.097
23300 296.072
23400 304.792
23500 457.221
23600 444.073
23700 324.053
23800 545.682
23900 346.038
24000 424.676
24100 374.034
24200 355.399
24300 384.337
24400 315.987
24500 401.27
24600 343.648
24700 380.63
24800 413.471
24900 333.239
25000 399.771
25100 426.666
25200 350.981
25300 327.421
25400 396.015
25500 274.314
25600 347.027
25700 436.139
25800 261.194
25900 390.564
26000 332.221
26100 450.78
26200 336.2
26300 319.11
26400 390.447
26500 365.448
26600 302.649
26700 391.265
26800 314.403
26900 355.321
27000 343.538
27100 382.945
27200 327.649
27300 533.494
27400 307.455
27500 527.586
27600 463.862
27700 438.437
27800 395.064
27900 385.132
28000 368.487
28100 358.428
28200 396.162
28300 338.535
28400 397.225
28500 392.67
28600 329.011
28700 394.115
28800 314.149
28900 380.007
29000 339.897
29100 395.229
29200 271.129
29300 517.167
29400 326.122
29500 510.408
29600 449.692
29700 374.993
29800 345.85
29900 402.832
30000 346.335
30100 468.242
30200 340.514
30300 475.194
30400 420.84
30500 440.047
30600 551.654
30700 445.98
30800 392.727
30900 410.036
31000 291.72
31100 242.063
31200 425.376
31300 288.748
31400 358.744
31500 398.574
31600 510.472
31700 415.694
31800 313.918
31900 565.545
32000 319.34
32100 359.383
32200 324.479
32300 416.147
32400 350.273
32500 554.93
32600 397.518
32700 363.37
32800 463.986
32900 372.884
33000 369.491
33100 377.009
33200 417.266
33300 279.541
33400 417.492
33500 441.004
33600 275.272
33700 366.912
33800 399.959
33900 352.092
34000 346.456
34100 254.662
34200 571.692
34300 305.819
34400 376.371
34500 268.266
34600 383.101
34700 372.793
34800 262.466
34900 500.937
35000 378.752
35100 400.293
35200 477.305
35300 492.555
35400 378.492
35500 329.379
35600 337.949
35700 365.502
35800 413.518
35900 365.731
36000 337.952
36100 317.032
36200 214.869
36300 297.359
36400 278.646
36500 245.97
36600 277.237
36700 334.894
36800 369.343
36900 322.723
37000 380.01
37100 307.577
37200 410.097
37300 305.738
37400 475.947
37500 317.44
37600 412.194
37700 407.472
37800 278.206
37900 392.006
38000 348.483
38100 281.366
