# Time-averaged data for fix myat5
# TimeStep c_Press[3]
0 3410.12
100 3577.17
200 3352.75
300 3291.92
400 3212.38
500 3361.39
600 3341.79
700 3873.62
800 3849.42
900 3693.92
1000 3526.37
1100 3114.17
1200 3471.2
1300 4097.06
1400 3787.27
1500 3506.7
1600 3357.9
1700 3232.2
1800 3965.16
1900 3578.49
2000 3499.69
2100 3765.14
2200 3649.23
2300 3422.34
2400 3927.95
2500 3318.37
2600 3936.7
2700 3775.7
2800 3475.18
2900 3785.85
3000 3124.58
3100 3173.36
3200 3803.92
3300 3479.83
3400 3463.48
3500 3772.93
3600 3551.41
3700 4224.36
3800 3917.02
3900 3978.76
4000 4050.33
4100 3100.2
4200 3344.24
4300 3649.25
4400 2872.17
4500 3184.11
4600 2969.39
4700 3632.93
4800 4084.03
4900 3572.31
5000 3610.63
5100 3811.64
5200 3778.84
5300 3439.14
5400 3738.51
5500 3582.27
5600 3546.03
5700 3161.04
5800 3544.33
5900 3398.36
6000 3299.75
6100 3760.78
6200 3669.39
6300 2998.4
6400 3819.62
6500 3946.01
6600 3856.74
6700 3317.34
6800 3745.12
6900 3531.22
7000 3401.95
7100 3035.61
7200 3409.79
7300 3030.21
7400 3461.46
7500 3544.97
7600 3191.92
7700 3682.19
7800 3604.9
7900 3583.29
8000 3749.33
8100 3713.55
8200 3530.58
8300 3724.62
8400 2970.38
8500 3907.71
8600 3705.34
8700 4244.84
8800 3994.87
8900 3356.91
9000 4202.54
9100 3601.56
9200 3186.46
9300 3422.2
9400 3880.66
9500 3948.96
9600 3949.36
9700 3697.41
9800 3678.34
9900 3324.82
10000 3893.71
10100 3724.89
10200 3237.27
10300 3498.78
10400 3990.21
10500 3007.94
10600 3586
10700 3565.27
10800 4236.21
10900 3209.19
11000 4377.77
11100 3210.2
11200 3121.88
11300 3848.59
11400 3510.54
11500 3965.24
11600 4030.93
11700 3877
11800 3895.71
11900 3658.61
12000 3851.87
12100 3467.32
12200 2885.97
12300 3534.35
12400 3541
12500 3159.41
12600 3312.78
12700 4241.82
12800 3572.71
12900 3716.98
13000 3797.55
13100 2929.13
13200 3338.23
13300 3080.73
13400 3252.88
13500 4075.61
13600 3128.41
13700 3589.23
13800 3431.97
13900 3205.78
14000 3453.17
14100 3263.51
14200 3871.98
14300 3503.1
14400 3544.44
14500 3284.01
14600 3420.68
14700 3480.16
14800 3429.85
14900 2954.35
15000 3280.05
15100 3245.54
15200 3493.12
15300 4097.16
15400 4022.38
15500 3759.59
15600 3817.73
15700 3549.08
15800 3257.88
15900 3556.68
16000 3286.37
16100 3239.38
16200 3615.72
16300 3206.21
16400 3942
16500 4229.44
16600 3053.25
16700 3773.42
16800 4153.44
16900 3007.78
17000 3126.82
17100 3570.92
17200 3033.4
17300 3273.99
17400 2902.81
17500 3770.19
17600 3580.81
17700 3571.59
17800 3800.97
17900 3236.94
18000 3934.35
18100 3529.57
18200 2981.77
18300 3359.63
18400 3405.52
18500 3720.25
18600 3372.7
18700 3930.82
18800 3807.91
18900 3383.2
19000 3782.99
19100 3814.52
19200 3041.21
19300 3453.6
19400 3736.21
19500 3173.26
19600 3693.95
19700 3414.25
19800 3832.18
19900 2961.1
20000 4177.1
20100 4262.25
20200 3441.19
20300 3017.38
20400 3547.37
20500 3125.59
20600 3655.53
20700 4332.06
20800 4351.43
20900 3846.26
21000 3901.89
21100 3739.18
21200 3866.39
21300 3274.62
21400 3936.15
21500 3262.66
21600 3552.06
21700 3413.8
21800 3252.44
21900 3206.11
22000 3546.93
22100 3402.85
22200 3481.78
22300 2809.94
22400 3332.14
22500 2737.1
22600 3373.21
22700 3225.25
22800 3543.2
22900 3082.09
23000 3765.71
23100 3185.55
23200 3370.63
23300 3756.96
23400 2883.5
23500 3947.43
23600 3268.55
23700 3143.01
23800 3934.05
23900 4000.1
24000 4032.46
24100 3297.74
24200 4094.31
24300 3208.54
24400 3724.32
24500 3401.38
24600 2984.57
24700 3664.5
24800 3510.54
24900 3264.2
25000 3305.71
25100 3925.36
25200 3107.63
25300 3928.04
25400 3747.56
25500 3430.4
25600 3376.31
25700 3933.62
25800 2990.07
25900 3555.81
26000 3622.62
26100 3503.24
26200 3654
26300 3658.5
26400 3214.05
26500 3284.96
26600 3446.34
26700 4259.38
26800 3222.01
26900 3707.92
27000 3412.52
27100 3084.37
27200 3324.36
27300 3436.24
27400 3787.01
27500 3378.25
27600 3005.18
27700 3573.98
27800 2981.62
27900 3655.29
28000 3709.45
28100 3276.84
28200 3795.27
28300 4167.38
28400 4210.57
28500 4259.28
28600 3812.6
28700 3737.91
28800 4030.3
28900 3649.37
29000 3285.8
29100 3431.62
29200 3436.81
29300 3820.25
29400 3354.41
29500 3960.93
29600 3824.99
29700 3645.8
29800 3759.32
29900 3650.89
30000 3521.69
30100 4117.3
30200 3286.13
30300 3701.18
30400 3003.87
30500 3689.53
30600 4153.9
30700 3402.37
30800 4051.36
30900 3517.58
31000 3152.7
31100 3486.95
31200 3590.76
31300 3667.19
31400 3376.44
31500 3643.1
31600 3235.09
31700 3743.47
31800 3150.41
31900 3702.85
32000 3473.21
32100 3377.61
32200 3183.05
32300 3852.66
32400 4039.1
32500 3401.21
32600 3446.81
32700 3840.28
32800 3501.54
32900 3126.6
33000 3514.99
33100 3178.66
33200 3414.83
33300 3762.94
33400 3617.87
33500 4027.17
33600 4027.67
33700 3976.46
33800 3693.19
33900 4490.06
34000 3038.09
34100 3778.03
34200 2936.18
34300 3544.15
34400 3051.03
34500 3438.15
34600 3526.18
34700 3210.79
34800 4063.11
34900 3764.98
35000 4097.74
35100 3160
35200 3995.06
35300 3392.45
35400 3987.29
35500 3741.58
35600 3654.19
35700 2732.89
35800 3523.49
35900 4009.49
36000 3614.23
36100 3244.53
36200 3575.52
36300 3803.71
36400 3496.01
36500 3277.83
36600 4114.89
36700 3401.62
36800 3666.21
36900 3636.63
37000 3713.82
37100 3672.41
37200 3529.87
37300 3228.37
37400 4017.19
37500 3853.84
37600 3746.74
37700 3684.36
37800 3301.17
37900 3233.71
38000 3293.39
38100 3434.63
38200 3117.28
38300 3603.28
38400 3404.73
38500 2869.01
38600 3686.68
38700 3518.57
38800 3647.66
38900 3872.86
39000 3984.72
39100 3332.79
39200 3590.86
39300 3551.34
39400 3516.13
39500 3559.29
39600 3626.39
39700 4079.14
39800 3969.37
39900 3816.6
40000 3854.68
40100 3731.95
40200 3899.82
40300 3551.35
40400 3313.64
40500 3647.25
40600 3368.14
40700 3429.62
40800 3022.15
40900 3155
41000 3401.07
41100 3406.93
41200 4354.2
41300 3786.46
41400 4211.12
41500 3806.24
41600 3667.69
41700 3230.35
41800 3511.66
41900 3798.93
42000 3429.71
42100 3597.78
42200 3267.05
42300 3263.75
42400 3724
42500 3307.61
42600 3379.06
42700 3287.5
42800 2986.94
42900 2724.72
43000 3087.31
43100 3933.32
43200 3541.95
43300 4221.76
43400 3159.88
43500 3551.66
43600 3413.18
43700 3683.21
43800 3573.92
43900 3081.74
44000 3586.12
44100 3600.47
44200 4283.85
44300 3898.45
44400 3344.44
44500 4141.92
44600 3829.08
44700 3921.59
44800 3606.3
44900 3944.83
45000 3863.55
45100 3909.05
45200 3359.83
45300 3570.36
45400 4447.31
45500 4023.52
45600 3946.93
45700 3784
45800 4297.25
45900 3560.54
46000 3725.26
46100 4006.57
46200 3825.72
46300 3960.95
46400 4257.74
46500 3798.84
46600 3629.72
46700 3859.07
46800 3093.74
46900 3495
47000 4022.43
47100 4450.6
47200 3334.98
47300 3577.72
47400 3803.07
47500 3214.03
47600 3629.86
47700 3428.35
47800 3902.06
47900 3705.37
48000 3284.89
48100 3396.61
48200 3230.71
48300 3014.83
48400 3205.9
48500 3250.56
48600 2924.49
48700 3008.2
48800 3623.66
48900 4025.84
49000 3404.09
49100 3249.97
49200 3334.05
49300 3080.31
49400 3549.6
49500 2975.58
49600 3556.63
49700 3155.38
49800 3066.97
49900 3442.62
50000 3809.42
50100 3479.9
50200 3798.26
50300 4171.15
50400 4119.08
50500 3956.46
50600 3768.21
50700 3672.41
50800 2869.34
50900 3096.36
51000 2697
51100 3480.87
51200 3456.13
51300 3633.81
51400 3842.8
51500 3839.99
