# Time-averaged data for fix myat4
# TimeStep c_Twater
0 330
100 329.631
200 332.381
300 351.984
400 310.301
500 309.578
600 289.439
700 291.829
800 322.722
900 325.754
1000 336.453
1100 335.564
1200 311.396
1300 331.893
1400 328.731
1500 335.563
1600 362.769
1700 402.333
1800 398.753
1900 321.026
2000 332.923
2100 354.9
2200 322.639
2300 330.747
2400 333.086
2500 301.906
2600 321.887
2700 347.26
2800 359.465
2900 337.963
3000 332.657
3100 350.399
3200 325.376
3300 306.171
3400 282.114
3500 334.467
3600 300.774
3700 302.946
3800 330.926
3900 369.289
4000 332.912
4100 352.547
4200 347.739
4300 308.963
4400 354.287
4500 293.996
4600 320.925
4700 303.041
4800 334.435
4900 326.093
5000 341.638
5100 326.278
5200 304.938
5300 357.259
5400 336.446
5500 346.663
5600 320.36
5700 334.081
5800 343.713
5900 364.268
6000 339.169
6100 341.929
6200 329.57
6300 307.256
6400 343.189
6500 316.225
6600 319.909
6700 323.113
6800 340.6
6900 344.673
7000 350.009
7100 367.321
7200 337.198
7300 315.918
7400 316.273
7500 343.853
7600 343.673
7700 304.238
7800 324.996
7900 350.59
8000 317.039
8100 366.742
8200 348.667
8300 375.73
8400 329.509
8500 298.597
8600 319.587
8700 288.016
8800 302.333
8900 338.068
9000 315.733
9100 312.174
9200 324.502
9300 344.178
9400 336.992
9500 347.161
9600 316.079
9700 370.07
9800 331.099
9900 324.233
10000 313.711
10100 309.029
10200 318.258
10300 288.93
10400 294.05
10500 299.879
10600 334.364
10700 317.629
10800 349.201
10900 315.238
11000 323.459
11100 324.274
11200 325.003
11300 340.605
11400 330.103
11500 273.934
11600 300.735
11700 320.963
11800 323.536
11900 337.283
12000 345.699
12100 343.699
12200 349.085
12300 308.73
12400 326.073
12500 320.377
12600 344.192
12700 317.928
12800 343.642
12900 316.078
13000 346.13
13100 352.609
13200 375.983
13300 344.59
13400 339.227
13500 293.942
13600 317.571
13700 313.751
13800 364.09
13900 345.752
14000 332.107
14100 367.495
14200 328.709
14300 317.063
14400 311.254
14500 313.394
14600 287.696
14700 291.903
14800 312.754
14900 329.585
15000 331.576
15100 332.542
15200 336.06
15300 352.073
15400 349.096
15500 319.603
15600 334.703
15700 290.317
15800 311.443
15900 323.744
16000 334.067
16100 345.876
16200 329.273
16300 299.096
16400 286.236
16500 298.862
16600 301.55
16700 302.319
16800 344.489
16900 316.684
17000 312.707
17100 336.421
17200 334.882
17300 355.999
17400 343.562
17500 358.699
17600 330.733
17700 303.67
