# Time-averaged data for fix myat3
# TimeStep c_Tsurface_sup
0 282.881
100 349.141
200 376.196
300 326.042
400 449.382
500 352.096
600 357.141
700 352.531
800 386.983
900 284.358
1000 277.138
1100 321.304
1200 273.686
1300 297.067
1400 277.072
1500 387.387
1600 294.711
1700 297.949
1800 402.669
1900 275.072
2000 378.882
2100 316.786
2200 266.855
2300 312.882
2400 331.955
2500 317.702
2600 412.07
2700 356.946
2800 376.423
2900 245.306
3000 377.243
3100 363.449
3200 393.853
3300 304.866
3400 448.892
3500 403.224
3600 227.079
3700 278.755
3800 328.188
3900 306.96
4000 291.665
4100 302.351
4200 250.526
4300 371.959
4400 236.42
4500 452.725
4600 369.048
4700 212.4
4800 265.952
4900 351.938
5000 293.151
5100 329.462
5200 275.808
5300 380.836
5400 265.495
5500 348.913
5600 384.89
5700 286.828
5800 322.573
5900 366.231
6000 341.74
6100 317.46
6200 351.838
6300 281.683
6400 341.948
6500 293.745
6600 279.257
6700 331.105
6800 224.642
6900 347.039
7000 206.452
7100 341.992
7200 303.302
7300 463.695
7400 330.751
7500 334.992
7600 321.11
7700 313.213
7800 262.816
7900 338.891
8000 362.411
8100 279.807
8200 353.948
8300 283.494
8400 229.961
8500 378.5
8600 259.17
8700 321.318
8800 272.356
8900 341.893
9000 321.529
9100 269.52
9200 450.553
9300 244.742
9400 370.989
9500 240.338
9600 253.424
9700 334.43
9800 276.305
9900 376.893
10000 294.496
10100 289.968
10200 330.805
10300 184.98
10400 313.672
10500 254.233
10600 260.563
10700 336.946
10800 304.535
10900 312.454
11000 413.76
11100 318.678
11200 337.533
11300 353.714
11400 325.963
11500 407.527
11600 338.281
11700 338.975
11800 310.283
11900 306.373
12000 278.916
12100 295.136
12200 228.92
12300 304.15
12400 373.296
12500 382.092
12600 401.999
12700 326.876
12800 303.896
12900 307.788
13000 202.192
13100 239.773
13200 249.33
13300 265.645
13400 276.833
13500 341.161
13600 251.604
13700 367.49
13800 262.832
13900 313.199
14000 327.731
14100 276.002
14200 264.348
14300 263.639
14400 275.409
14500 259.87
14600 302.278
14700 211.211
14800 319.681
14900 293.605
15000 201.942
15100 465.031
15200 261.872
15300 316.589
15400 270.227
15500 277.11
15600 269.76
15700 302.008
15800 270.371
15900 301.079
16000 279.334
16100 245.284
16200 445.824
16300 277.992
16400 319.752
16500 283.808
16600 281.653
16700 313.253
16800 176.343
16900 353.878
17000 232.826
17100 294.937
17200 277.176
17300 271.347
17400 279.103
17500 258.711
17600 279.812
17700 255.02
17800 270.46
17900 194.131
18000 310.523
18100 263.725
18200 327.487
18300 305.75
18400 257.682
18500 216.999
18600 303.937
18700 287.192
18800 327.556
18900 311.477
19000 311.779
19100 294.396
19200 341.081
19300 271.312
19400 325.524
19500 266.193
19600 236.764
19700 282.818
19800 298.167
19900 343.12
20000 340.072
20100 338.793
20200 325.052
20300 358.399
20400 329.202
20500 330.582
20600 293.325
20700 346.597
20800 273.435
20900 303.037
21000 290.482
21100 351.665
21200 307.736
21300 308.358
21400 397.866
21500 304.715
21600 397.556
21700 265.172
21800 399.587
21900 349.363
22000 369.596
22100 268.476
22200 380.044
22300 237.151
22400 379.964
22500 298.288
22600 347.148
22700 432.616
22800 233.086
22900 370.08
23000 418.743
23100 220.214
23200 320.501
23300 272.335
23400 334.258
23500 326.014
23600 350.414
23700 422.269
23800 300.958
23900 258.319
24000 312.72
24100 311.28
24200 297.667
24300 260.308
24400 339.742
24500 518.616
24600 326.696
24700 450.075
24800 332.91
24900 337.887
25000 383.196
25100 316.126
25200 362.776
25300 382.855
25400 361.055
25500 398.119
25600 247.389
25700 289.62
25800 239.105
25900 340.429
26000 268.158
26100 358.099
26200 280.797
26300 361.536
26400 230.654
26500 352.435
26600 268.408
26700 356.245
26800 290.588
26900 317.272
27000 315.471
27100 241.726
27200 254.919
27300 363.267
27400 250.019
27500 357.681
27600 282.133
27700 300.013
27800 309.853
27900 349.728
28000 319.838
28100 368.675
28200 271.482
28300 395.417
28400 313.181
28500 321.491
28600 363.34
28700 334.919
28800 456.299
28900 402.72
29000 387.701
29100 507.908
29200 276.503
29300 469.638
29400 380.235
29500 224.742
29600 213.177
29700 363.791
29800 210.256
29900 341.854
30000 341.715
30100 298.977
30200 469.969
30300 304.122
30400 405.174
30500 426.907
30600 272.041
30700 393.614
30800 280.116
30900 399.548
31000 295.943
31100 291.137
31200 513.776
31300 257.595
31400 318.082
31500 340.255
31600 249.16
31700 295.658
31800 460.291
31900 425.704
32000 360.087
32100 509.224
32200 284.426
32300 311.447
32400 323.84
32500 251.072
32600 330.283
32700 277.432
32800 334.902
32900 383.358
33000 402.115
33100 398.032
33200 339.222
33300 347.379
33400 364.901
33500 405.533
33600 358.988
33700 300.505
33800 333.474
33900 238.945
34000 353.644
34100 336.132
34200 323.471
34300 400.027
34400 321.907
34500 323.171
34600 242.395
34700 290.346
34800 290.242
34900 324.051
35000 271.322
35100 331.024
35200 228.856
35300 240.11
35400 349.026
35500 311.644
35600 182.585
35700 514.416
35800 297.741
35900 308.128
36000 411.342
36100 342.467
36200 233.139
36300 351.88
36400 377.944
36500 194.379
36600 293.27
36700 255.774
36800 298.415
36900 312.699
37000 360.219
37100 232.618
37200 352.929
37300 312.535
37400 354.314
37500 303.432
37600 338.379
37700 326.371
37800 296.299
37900 326.092
38000 406.662
38100 262.953
38200 362.309
38300 291.615
38400 329.976
38500 363.285
38600 354.318
38700 358.79
38800 306.638
38900 328.7
39000 316.484
39100 373.384
39200 375.567
39300 289.007
39400 297.164
39500 253.246
39600 268.762
39700 341.013
39800 216.332
39900 310.529
40000 263.111
40100 376.868
40200 335.604
40300 342.633
40400 326.132
40500 257.537
40600 255.219
40700 317.601
40800 318.307
40900 259.703
41000 419.367
41100 272.542
41200 318.641
41300 394.68
41400 298.49
41500 413.551
41600 372.592
41700 408.637
41800 273.467
41900 472.863
42000 298.614
42100 390.909
42200 315.728
42300 326.697
42400 253.012
42500 340.123
42600 318.455
42700 248.606
42800 377.498
42900 267.715
43000 260.813
43100 382.53
43200 350.809
43300 345.26
43400 322.005
43500 306.034
43600 356.956
43700 360.915
43800 196.087
43900 377.236
44000 304.765
44100 326.159
44200 430.618
44300 348.638
44400 364.965
44500 464.638
44600 372.507
44700 421.13
44800 289.706
44900 302.833
45000 380.969
45100 179.539
45200 361.263
45300 395.762
45400 329.899
45500 361.412
45600 271.743
45700 402.942
45800 370.435
45900 355.288
46000 393.655
46100 385.121
46200 293.742
46300 360.926
46400 298.476
46500 381.48
46600 264.481
46700 473.995
46800 357.114
46900 499.575
47000 295.813
47100 391.427
47200 351.92
47300 242.696
47400 325.607
47500 168.848
47600 382.641
47700 216.6
47800 439.243
47900 225.541
48000 369.539
48100 320.059
48200 357.315
48300 325.321
48400 374.722
48500 249.962
48600 267.006
48700 368.223
48800 314.83
48900 402.549
49000 267.869
49100 329.42
49200 259.631
49300 285.33
49400 312.132
49500 324.181
49600 233.185
49700 263.492
49800 336.095
49900 262.562
50000 314.986
50100 413.873
50200 377.089
50300 281.698
50400 363.615
50500 295.592
50600 317.806
50700 335.876
50800 400.512
50900 317.034
51000 271.375
51100 330.547
51200 290.817
51300 225.068
51400 361.491
51500 298.49
51600 242.146
51700 370.081
51800 355.164
51900 321.666
52000 366.04
52100 322.828
52200 272.156
52300 248.437
52400 272.273
52500 302.033
52600 242.568
52700 280.214
52800 298.542
52900 331.588
53000 425.591
53100 265.635
53200 494.548
53300 372.282
53400 373.28
53500 453.55
53600 358.081
53700 306.392
53800 279.991
53900 388.834
54000 322.47
54100 278.127
54200 314.062
54300 302.018
54400 340.24
54500 286.232
54600 337.464
54700 341.799
54800 400.474
54900 273.812
55000 491.334
55100 436.839
55200 385.176
55300 363.415
55400 352.8
55500 292.466
55600 341.134
55700 421.888
55800 283.971
55900 385.213
56000 393.546
56100 386.908
56200 356.577
56300 409.235
56400 389.039
56500 318.398
56600 378.412
56700 342.362
56800 279.224
56900 327.16
57000 275.49
57100 357.555
57200 298.148
57300 390.05
57400 337.737
57500 353.811
57600 284.58
57700 359.664
57800 433.643
57900 419.787
58000 307.941
58100 288.916
58200 430.412
58300 280.146
58400 382.544
58500 268.95
58600 389.253
58700 302.746
58800 353.705
58900 410.326
59000 442.997
59100 369.613
59200 437.909
59300 304.449
59400 367.584
59500 283.724
59600 250.562
59700 272.189
59800 268.966
59900 356.617
60000 347.728
60100 421.854
60200 342.963
60300 368.038
60400 361.606
60500 348.657
60600 422.716
60700 372.826
60800 353.022
60900 308.202
61000 288.651
61100 265.316
61200 230.975
61300 261.911
61400 302.477
61500 281.359
61600 360.095
61700 426.682
61800 413.023
61900 314.989
62000 462.528
62100 342.857
62200 336.815
62300 368.264
62400 374.179
62500 421.774
62600 315.552
62700 336.677
62800 260.908
62900 330.001
63000 255.335
63100 376.286
63200 249.57
63300 388.808
63400 373.007
63500 292.37
63600 554.375
63700 336.088
63800 438.76
63900 334.954
64000 358.856
64100 367.612
64200 320.392
64300 342.976
64400 281.185
64500 337.225
64600 225.703
64700 267.67
64800 340.365
64900 496.198
65000 283.12
65100 390.795
65200 464.24
65300 292.001
65400 346.691
65500 349.663
65600 313.555
65700 234.821
65800 318.412
65900 370.01
66000 291.828
66100 496.705
66200 288.134
66300 406.471
66400 309.072
66500 337.424
66600 294.637
66700 272.206
66800 282.758
66900 378.064
67000 325.542
67100 324.593
67200 356.172
67300 371.051
67400 398.848
67500 333.447
67600 383.505
67700 435.42
67800 294.28
67900 365.735
68000 378.212
68100 331.764
68200 455.033
68300 339.991
68400 427.997
68500 315.078
68600 443.028
68700 332.252
68800 382.593
68900 406.485
69000 262.659
69100 307.86
69200 260.669
69300 281.692
69400 283.478
69500 327.93
69600 305.99
69700 376.392
69800 214.32
69900 513.428
70000 290.073
70100 301.73
70200 414.82
70300 203.712
70400 308.373
70500 350.264
70600 370.957
70700 340.115
70800 263.643
70900 484.82
71000 327.956
71100 414.531
71200 557.472
71300 392.715
71400 389.588
71500 374.906
71600 414.665
71700 242.513
71800 445.826
71900 351.991
72000 321.787
72100 309.54
72200 372.584
72300 477.326
72400 361.541
72500 467.293
72600 365.62
72700 330.789
72800 310.808
72900 388.24
73000 328.752
73100 355.281
73200 392.406
73300 315.996
73400 485.586
73500 396.592
73600 442.85
73700 374.199
73800 458.111
73900 295.773
74000 319.914
74100 409.892
74200 223.701
74300 382.703
74400 233.544
74500 299.412
74600 379.346
74700 373.684
74800 409.236
74900 425.427
75000 452.437
75100 390.141
75200 433.005
75300 349.451
75400 333.71
75500 342.613
75600 372.085
75700 310.384
75800 391.842
75900 278.415
76000 396.358
76100 393.963
76200 384.422
76300 498.872
76400 466.276
76500 349.35
76600 460.35
76700 333.178
76800 326.703
76900 356.326
77000 326.103
77100 358.602
77200 274.974
77300 353.923
77400 332.236
77500 321.654
77600 275.349
77700 419.871
77800 300.333
77900 298.462
78000 361.846
78100 369.561
78200 288.102
78300 418.662
78400 393.017
78500 412.177
78600 311.657
78700 550.793
78800 257.812
78900 342.991
79000 461.618
79100 363.072
79200 267.032
79300 366.206
79400 298.459
79500 204.976
79600 337.78
79700 177.071
79800 355.3
79900 260.007
80000 279.283
80100 377.529
80200 437.553
80300 333.602
80400 447.985
80500 488.672
80600 367.617
80700 325.449
80800 352.184
80900 364.515
81000 247.869
81100 349.545
81200 239.504
81300 340.5
81400 306.257
81500 441.857
81600 255.241
81700 440.679
81800 357.264
81900 333.533
82000 287.862
82100 246.93
82200 326.745
82300 294.415
82400 267.168
82500 281.777
82600 318.076
82700 254.694
82800 331.604
82900 326.968
83000 423.357
83100 374.749
83200 350.45
83300 320.061
83400 408.599
83500 258.036
83600 329.587
83700 367.018
83800 295.52
83900 396.627
84000 428.671
84100 232.751
84200 269.396
84300 368.07
84400 356.552
84500 378.419
84600 291.661
84700 396.183
84800 181.54
84900 379.247
85000 290.708
85100 517.421
85200 337.743
85300 394.84
85400 327.952
85500 472.079
85600 377.633
85700 366.688
85800 355.688
85900 441.491
86000 404.683
86100 381.899
86200 392.988
86300 451.053
86400 432.731
86500 515.861
86600 373.01
86700 334.326
86800 289.904
86900 338.878
87000 256.611
87100 225.53
87200 356.327
87300 313.745
87400 308.845
87500 440.9
87600 369.089
87700 338.645
87800 275.276
87900 349.241
88000 292.213
88100 443.615
88200 412.117
88300 379.028
88400 457.82
88500 238.132
88600 500.742
88700 279.386
88800 303.045
88900 344.427
89000 307.464
89100 226.11
